sra_accession,site_name,sequencing_lab,date,n_reads_virus_10239_total,n_reads_virus_annotated,n_reads_virus_not_annotated,n_reads_virus_vertebrate_7742_status_0,n_reads_virus_vertebrate_7742_status_1,n_reads_virus_vertebrate_7742_status_2,n_reads_virus_vertebrate_7742_status_3,n_reads_virus_invertebrate_33208m7742_status_0,n_reads_virus_invertebrate_33208m7742_status_1,n_reads_virus_invertebrate_33208m7742_status_2,n_reads_virus_invertebrate_33208m7742_status_3,n_reads_virus_plant_33090_status_0,n_reads_virus_plant_33090_status_1,n_reads_virus_plant_33090_status_2,n_reads_virus_plant_33090_status_3,n_reads_virus_fungi_4751_status_0,n_reads_virus_fungi_4751_status_1,n_reads_virus_fungi_4751_status_2,n_reads_virus_fungi_4751_status_3,n_reads_virus_bacteria_2_status_0,n_reads_virus_bacteria_2_status_1,n_reads_virus_bacteria_2_status_2,n_reads_virus_bacteria_2_status_3,n_reads_virus_archaea_2157_status_0,n_reads_virus_archaea_2157_status_1,n_reads_virus_archaea_2157_status_2,n_reads_virus_archaea_2157_status_3,n_reads_virus_other_eukaryote_2759mMFP_status_0,n_reads_virus_other_eukaryote_2759mMFP_status_1,n_reads_virus_other_eukaryote_2759mMFP_status_2,n_reads_virus_other_eukaryote_2759mMFP_status_3,n_reads_virus_virus_10239_status_0,n_reads_virus_virus_10239_status_1,n_reads_virus_virus_10239_status_2,n_reads_virus_virus_10239_status_3,n_reads_virus_metagenome_408169_status_0,n_reads_virus_metagenome_408169_status_1,n_reads_virus_metagenome_408169_status_2,n_reads_virus_metagenome_408169_status_3,n_reads_virus_unclassified_2787823m408169_status_0,n_reads_virus_unclassified_2787823m408169_status_1,n_reads_virus_unclassified_2787823m408169_status_2,n_reads_virus_unclassified_2787823m408169_status_3,n_reads_virus_other_entries_2787854_status_0,n_reads_virus_other_entries_2787854_status_1,n_reads_virus_other_entries_2787854_status_2,n_reads_virus_other_entries_2787854_status_3,n_reads_virus_host_root_1_status_0,n_reads_virus_host_root_1_status_1,n_reads_virus_host_root_1_status_2,n_reads_virus_host_root_1_status_3,n_reads_virus_unknown,n_reads_virus_vertebrate_7742_exclusive,n_reads_virus_invertebrate_33208m7742_exclusive,n_reads_virus_plant_33090_exclusive,n_reads_virus_fungi_4751_exclusive,n_reads_virus_bacteria_2_exclusive,n_reads_virus_archaea_2157_exclusive,n_reads_virus_other_eukaryote_2759mMFP_exclusive,n_reads_virus_virus_10239_exclusive,n_reads_virus_metagenome_408169_exclusive,n_reads_virus_unclassified_2787823m408169_exclusive,n_reads_virus_other_entries_2787854_exclusive,n_reads_virus_host_root_1_exclusive,n_reads_virus_unknown_exclusive,fraction_virus_annotated,fraction_virus_not_annotated,fraction_virus_vertebrate_7742_status_0,fraction_virus_vertebrate_7742_status_1,fraction_virus_vertebrate_7742_status_2,fraction_virus_vertebrate_7742_status_3,fraction_virus_invertebrate_33208m7742_status_0,fraction_virus_invertebrate_33208m7742_status_1,fraction_virus_invertebrate_33208m7742_status_2,fraction_virus_invertebrate_33208m7742_status_3,fraction_virus_plant_33090_status_0,fraction_virus_plant_33090_status_1,fraction_virus_plant_33090_status_2,fraction_virus_plant_33090_status_3,fraction_virus_fungi_4751_status_0,fraction_virus_fungi_4751_status_1,fraction_virus_fungi_4751_status_2,fraction_virus_fungi_4751_status_3,fraction_virus_bacteria_2_status_0,fraction_virus_bacteria_2_status_1,fraction_virus_bacteria_2_status_2,fraction_virus_bacteria_2_status_3,fraction_virus_archaea_2157_status_0,fraction_virus_archaea_2157_status_1,fraction_virus_archaea_2157_status_2,fraction_virus_archaea_2157_status_3,fraction_virus_other_eukaryote_2759mMFP_status_0,fraction_virus_other_eukaryote_2759mMFP_status_1,fraction_virus_other_eukaryote_2759mMFP_status_2,fraction_virus_other_eukaryote_2759mMFP_status_3,fraction_virus_virus_10239_status_0,fraction_virus_virus_10239_status_1,fraction_virus_virus_10239_status_2,fraction_virus_virus_10239_status_3,fraction_virus_metagenome_408169_status_0,fraction_virus_metagenome_408169_status_1,fraction_virus_metagenome_408169_status_2,fraction_virus_metagenome_408169_status_3,fraction_virus_unclassified_2787823m408169_status_0,fraction_virus_unclassified_2787823m408169_status_1,fraction_virus_unclassified_2787823m408169_status_2,fraction_virus_unclassified_2787823m408169_status_3,fraction_virus_other_entries_2787854_status_0,fraction_virus_other_entries_2787854_status_1,fraction_virus_other_entries_2787854_status_2,fraction_virus_other_entries_2787854_status_3,fraction_virus_host_root_1_status_0,fraction_virus_host_root_1_status_1,fraction_virus_host_root_1_status_2,fraction_virus_host_root_1_status_3,fraction_virus_unknown,fraction_virus_vertebrate_7742_exclusive,fraction_virus_invertebrate_33208m7742_exclusive,fraction_virus_plant_33090_exclusive,fraction_virus_fungi_4751_exclusive,fraction_virus_bacteria_2_exclusive,fraction_virus_archaea_2157_exclusive,fraction_virus_other_eukaryote_2759mMFP_exclusive,fraction_virus_virus_10239_exclusive,fraction_virus_metagenome_408169_exclusive,fraction_virus_unclassified_2787823m408169_exclusive,fraction_virus_other_entries_2787854_exclusive,fraction_virus_host_root_1_exclusive,fraction_virus_unknown_exclusive
SAMN54705885,"Southern California, CA",MU,2025-07-06,355922,355922,0,353881,648,1366,27,354335,194,1386,7,72777,281752,1285,108,354525,4,1393,0,341368,13157,716,681,354506,23,1393,0,354487,42,1389,4,354519,7,1396,0,337305,17199,1418,0,355922,0,0,0,355922,0,0,0,295734,58794,1294,100,5,675,201,281860,4,13838,23,46,0,17199,0,0,41601,475,1.0,0.0,0.9942655975185576,0.0018206236197818,0.0038379195441697,7.585931749091093e-05,0.9955411578941452,0.0005450632441939,0.0038941116312,1.9667230460606534e-05,0.2044745758902231,0.7916116452481161,0.003610341591697,0.0003034372699636,0.9960749827209332,1.1238417406060878e-05,0.0039137788616607,0.0,0.9591090182680476,0.0369659644528857,0.0020116767156848,0.0019133405633818,0.9960216002382544,6.462090008485005e-05,0.0039137788616607,0.0,0.9959682177555756,0.0001180033827636,0.0039025404442546,1.1238417406060878e-05,0.9960581250948242,1.9667230460606534e-05,0.0039222076747152,0.0,0.9476935957878412,0.0483223852417102,0.0039840189704485,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.830895533291002,0.1651878782429858,0.0036356280308606,0.0002809604351515,1.4048021757576098e-05,0.0018964829372727,0.0005647304746545,0.7919150825180798,1.1238417406060878e-05,0.0388793050162676,6.462090008485005e-05,0.0001292418001697,0.0,0.0483223852417102,0.0,0.0,0.1168823506273846,0.0013345620669697
SAMN54705886,"Southern California, CA",MU,2025-07-09,94143,94143,0,93257,152,729,5,93341,68,733,1,27300,66109,694,40,93407,2,734,0,84924,8485,362,372,93384,25,734,0,93391,18,732,2,93405,4,734,0,87752,5650,741,0,94143,0,0,0,94143,0,0,0,74836,18573,684,50,4,157,69,66149,2,8857,25,20,0,5650,0,0,12946,268,1.0,0.0,0.9905887851460012,0.0016145650765325,0.0077435390841592,5.311069330699043e-05,0.9914810447935588,0.000722305428975,0.0077860276388047,1.0622138661398086e-05,0.2899843854561677,0.702218964766366,0.0073717642310102,0.0004248855464559,0.9921821059452112,2.1244277322796172e-05,0.0077966497774661,0.0,0.9020745036805712,0.0901288465419627,0.0038452141954261,0.00395143558204,0.9919377967559988,0.0002655534665349,0.0077966497774661,0.0,0.9920121517266286,0.0001911984959051,0.0077754055001433,2.1244277322796172e-05,0.9921608616678882,4.2488554645592343e-05,0.0077966497774661,0.0,0.9321139118150048,0.0600150834368991,0.0078710047480959,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7949183688643872,0.1972849813581466,0.0072655428443962,0.0005311069330699,4.2488554645592343e-05,0.0016676757698394,0.0007329275676364,0.702643850312822,2.1244277322796172e-05,0.0940802821240028,0.0002655534665349,0.0002124427732279,0.0,0.0600150834368991,0.0,0.0,0.1375142071104596,0.0028467331612546
SAMN54705887,"Southern California, CA",MU,2025-07-13,86840,86840,0,86178,169,488,5,86309,38,490,3,27342,59005,470,23,86346,1,493,0,77969,8375,244,252,86341,6,493,0,86339,8,492,1,86343,3,494,0,82405,3934,501,0,86840,0,0,0,86840,0,0,0,67572,18773,449,46,2,174,41,59028,1,8627,6,9,0,3934,0,0,14852,168,1.0,0.0,0.992376784891755,0.0019461077844311,0.0056195301704283,5.757715338553662e-05,0.993885306310456,0.00043758636573,0.0056425610317825,3.4546292031321974e-05,0.3148549055734684,0.6794679871027176,0.0054122524182404,0.0002648549055734,0.994311377245509,1.1515430677107323e-05,0.0056771073238139,0.0,0.8978466144633809,0.0964417319207738,0.0028097650852141,0.002901888530631,0.9942538000921236,6.909258406264395e-05,0.0056771073238139,0.0,0.9942307692307693,9.21234454168586e-05,0.0056655918931368,1.1515430677107323e-05,0.9942768309534776,3.4546292031321974e-05,0.005688622754491,0.0,0.948929064947029,0.0453017042837402,0.0057692307692307,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7781206817134961,0.2161791801013358,0.0051704283740211,0.0005297098111469,2.3030861354214647e-05,0.0020036849378166,0.0004721326577614,0.6797328420082911,1.1515430677107323e-05,0.0993436204514048,6.909258406264395e-05,0.0001036388760939,0.0,0.0453017042837402,0.0,0.0,0.1710271764163979,0.001934592353754
SAMN54705888,"Southern California, CA",MU,2025-07-16,59713,59713,0,59236,88,387,2,59295,29,388,1,24214,35110,378,11,59324,0,389,0,48679,10645,197,192,59315,9,389,0,59312,12,389,0,59320,4,389,0,56710,2608,395,0,59713,0,0,0,59713,0,0,0,45879,13445,350,39,2,90,30,35121,0,10837,9,12,0,2608,0,0,10860,146,1.0,0.0,0.99201178972753,0.0014737159412523,0.0064810007870982,3.349354411937099e-05,0.9929998492790516,0.0004856563897308,0.0064977475591579,1.6746772059685496e-05,0.4055063386532246,0.5879791670155577,0.0063302798385611,0.0001842144926565,0.9934855056687824,0.0,0.0065144943312176,0.0,0.8152161170934302,0.1782693885753521,0.003299114095758,0.0032153802354596,0.9933347847202452,0.0001507209485371,0.0065144943312176,0.0,0.993284544404066,0.0002009612647162,0.0065144943312176,0.0,0.9934185185805436,6.698708823874198e-05,0.0065144943312176,0.0,0.9497094435047644,0.0436755815316597,0.0066149749635757,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7683251553263108,0.2251603503424714,0.0058613702208899,0.0006531241103277,3.349354411937099e-05,0.0015072094853716,0.0005024031617905,0.5881633815082143,0.0,0.1814847688108117,0.0001507209485371,0.0002009612647162,0.0,0.0436755815316597,0.0,0.0,0.1818699445681844,0.002445028720714
SAMN54705889,"Southern California, CA",MU,2025-07-20,103538,103538,0,102730,175,628,5,102852,53,633,0,34015,68890,596,37,102904,1,633,0,98172,4733,379,254,102898,7,633,0,102892,13,632,1,102901,4,633,0,97731,5160,647,0,103538,0,0,0,103538,0,0,0,73844,29061,511,122,3,180,53,68927,1,4987,7,14,0,5160,0,0,23992,217,1.0,0.0,0.992196101914273,0.0016902006992601,0.0060654059379165,4.829144855029072e-05,0.9933744132589,0.000511889354633,0.0061136973864668,0.0,0.3285267244876277,0.6653595781259055,0.0057563406671946,0.0003573567192721,0.9938766443238232,9.658289710058143e-06,0.0061136973864668,0.0,0.948173617415828,0.0457126851977051,0.003660491800112,0.0024532055863547,0.9938186945855628,6.7608027970407e-05,0.0061136973864668,0.0,0.9937607448473024,0.0001255577662307,0.0061040390967567,9.658289710058143e-06,0.9938476694546928,3.8633158840232574e-05,0.0061136973864668,0.0,0.9439143116536924,0.0498367749039,0.0062489134424076,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7132067453495335,0.2806795572639997,0.0049353860418397,0.001178311344627,2.897486913017443e-05,0.0017384921478104,0.000511889354633,0.6657169348451776,9.658289710058143e-06,0.0481658907840599,6.7608027970407e-05,0.0001352160559408,0.0,0.0498367749039,0.0,0.0,0.2317216867237149,0.0020958488670826
SAMN54705890,"Southern California, CA",MU,2025-07-23,55304,55304,0,54790,110,400,4,54856,44,404,0,14798,40102,380,24,54900,0,404,0,50774,4123,229,178,54892,8,404,0,54894,6,403,1,54896,2,406,0,52450,2440,414,0,55304,0,0,0,55304,0,0,0,44377,10522,319,86,1,114,44,40126,0,4301,8,7,0,2440,0,0,8149,115,1.0,0.0,0.9907059163894112,0.0019890062201649,0.0072327498915087,7.232749891508752e-05,0.9918993201215102,0.0007956024880659,0.0073050773904238,0.0,0.2675755822363663,0.7251193403732099,0.0068711123969333,0.0004339649934905,0.992694922609576,0.0,0.0073050773904238,0.0,0.9180891074786632,0.0745515695067264,0.0041407493128887,0.0032185737017213,0.992550267611746,0.0001446549978301,0.0073050773904238,0.0,0.9925864313612036,0.0001084912483726,0.007286995515695,1.808187472877188e-05,0.9926225951106612,3.616374945754376e-05,0.0073412411398813,0.0,0.9483943295240852,0.0441197743382033,0.0074858961377115,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8024193548387096,0.1902574858961377,0.0057681180384782,0.0015550412266743,1.808187472877188e-05,0.0020613337190799,0.0007956024880659,0.7255533053667004,0.0,0.0777701432084478,0.0001446549978301,0.0001265731231014,0.0,0.0441197743382033,0.0,0.0,0.147349197164762,0.0020794155938087
SAMN54705891,"Southern California, CA",MU,2025-07-27,33861,33861,0,33225,47,588,1,33265,7,589,0,15742,17530,572,17,33272,0,589,0,32512,760,562,27,33272,0,589,0,33270,2,588,1,33271,1,589,0,32626,641,594,0,33861,0,0,0,33861,0,0,0,18339,14933,80,509,0,48,7,17547,0,787,0,3,0,641,0,0,14794,34,1.0,0.0,0.9812173296713032,0.0013880275242904,0.0173651103038894,2.953250051681876e-05,0.982398629691976,0.0002067275036177,0.0173946428044062,0.0,0.4649006231357609,0.5177047340598329,0.0168925902956203,0.0005020525087859,0.9826053571955936,0.0,0.0173946428044062,0.0,0.9601606568028116,0.0224447003927822,0.0165972652904521,0.0007973775139541,0.9826053571955936,0.0,0.0173946428044062,0.0,0.98254629219456,5.9065001033637515e-05,0.0173651103038894,2.953250051681876e-05,0.982575824695077,2.953250051681876e-05,0.0173946428044062,0.0,0.9635273618617288,0.0189303328312808,0.0175423053069903,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5415965269779393,0.4410088302176545,0.0023626000413455,0.0150320427630607,0.0,0.0014175600248073,0.0002067275036177,0.5182067865686187,0.0,0.0232420779067363,0.0,8.859750155045628e-05,0.0,0.0189303328312808,0.0,0.0,0.4369038126458167,0.0010041050175718
SAMN54705892,"Southern California, CA",MU,2025-07-30,14581,14581,0,14509,20,52,0,14521,8,52,0,3276,11253,40,12,14529,0,52,0,14076,453,31,21,14529,0,52,0,14529,0,52,0,14529,0,52,0,14111,416,54,0,14581,0,0,0,14581,0,0,0,11726,2803,45,7,0,20,8,11265,0,474,0,0,0,416,0,0,2386,12,1.0,0.0,0.9950620670735888,0.0013716480351141,0.0035662848912968,0.0,0.9958850558946576,0.0005486592140456,0.0035662848912968,0.0,0.2246759481517042,0.7717577669569988,0.0027432960702283,0.0008229888210685,0.9964337151087032,0.0,0.0035662848912968,0.0,0.9653658871133668,0.0310678279953363,0.0021260544544269,0.0014402304368698,0.9964337151087032,0.0,0.0035662848912968,0.0,0.9964337151087032,0.0,0.0035662848912968,0.0,0.9964337151087032,0.0,0.0035662848912968,0.0,0.9677662711748164,0.0285302791303751,0.0037034496948083,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8041972429874494,0.1922364721212537,0.0030862080790069,0.0004800768122899,0.0,0.0013716480351141,0.0005486592140456,0.7725807557780674,0.0,0.0325080584322063,0.0,0.0,0.0,0.0285302791303751,0.0,0.0,0.1636376105891228,0.0008229888210685
SAMN54705893,"Southern California, CA",MU,2025-08-03,30804,30804,0,30599,35,166,4,30621,13,170,0,8918,21716,143,27,30634,0,170,0,29204,1430,115,55,30631,3,170,0,30633,1,168,2,30634,0,170,0,29644,989,171,0,30804,0,0,0,30804,0,0,0,23190,7444,155,15,1,39,13,21742,0,1485,3,3,0,989,0,0,6462,68,1.0,0.0,0.9933450201272562,0.0011362160758343,0.0053889105310998,0.0001298532658096,0.9940592130892092,0.0004220231138813,0.0055187637969094,0.0,0.2895078561225815,0.704973380080509,0.0046422542526944,0.000876509544215,0.9944812362030904,0.0,0.0055187637969094,0.0,0.948058693676146,0.0464225425269445,0.003733281392027,0.0017854824048824,0.9943838462537332,9.738994935722632e-05,0.0055187637969094,0.0,0.994448772886638,3.2463316452408776e-05,0.0054538371640046,6.492663290481755e-05,0.9944812362030904,0.0,0.0055187637969094,0.0,0.9623425529152058,0.0321062199714322,0.0055512271133619,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7528243085313595,0.2416569276717309,0.0050318140501233,0.0004869497467861,3.2463316452408776e-05,0.0012660693416439,0.0004220231138813,0.7058174263082716,0.0,0.048208024931827,9.738994935722632e-05,9.738994935722632e-05,0.0,0.0321062199714322,0.0,0.0,0.2097779509154655,0.0022075055187637
SAMN54705894,"Southern California, CA",MU,2025-08-06,201026,201026,0,199654,278,1080,14,199807,125,1092,2,43323,156609,957,137,199928,4,1094,0,189982,9944,667,433,199912,20,1094,0,199919,13,1091,3,199924,2,1100,0,194999,4911,1116,0,201026,0,0,0,201026,0,0,0,166947,32984,983,112,4,292,126,156744,0,10377,20,16,0,4911,0,0,28136,404,1.0,0.0,0.9931750121874784,0.0013829056937908,0.00537243938595,6.964273278083432e-05,0.9939361077671544,0.0006218101141145,0.005432133156905,9.948961825833472e-06,0.2155094365902918,0.7790484812909773,0.0047605782336613,0.0006815038850695,0.9945380199576174,1.9897923651666947e-05,0.0054420821187309,0.0,0.9450618327977476,0.049466238198044,0.0033179787689154,0.0021539502352929,0.9944584282630108,9.948961825833474e-05,0.0054420821187309,0.0,0.9944932496294012,6.466825186791758e-05,0.0054271586759921,1.4923442738750212e-05,0.9945181220339656,9.948961825833472e-06,0.0054719290042084,0.0,0.9700188035378507,0.024429675763334,0.005551520698815,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8304746649687105,0.1640782784316456,0.0048899147373971,0.0005571418622466,1.9897923651666947e-05,0.0014525484265716,0.0006267845950275,0.779720036214221,0.0,0.0516201884333369,9.948961825833474e-05,7.959169460666779e-05,0.0,0.024429675763334,0.0,0.0,0.1399619949658253,0.0020096902888183
SAMN54705895,"Southern California, CA",MU,2025-08-10,144397,144397,0,143429,189,764,15,143554,64,773,6,38431,105187,666,113,143616,2,779,0,137161,6447,525,264,143607,11,779,0,143606,12,776,3,143607,1,789,0,138006,5586,805,0,144397,0,0,0,144397,0,0,0,111888,31730,675,104,6,204,70,105300,2,6711,11,15,0,5586,0,0,26208,290,1.0,0.0,0.993296259617582,0.0013088914589638,0.0052909686489331,0.0001038802745209,0.9941619285719232,0.0004432225046226,0.0053532968136457,4.155210980837552e-05,0.2661481886742799,0.728456962402266,0.0046122841887296,0.0007825647347244,0.9945913003732764,1.3850703269458508e-05,0.005394848923454,0.0,0.9498881555710992,0.0446477419890994,0.0036358096082328,0.0018282928315685,0.9945289722085638,7.617886798202179e-05,0.005394848923454,0.0,0.9945220468569292,8.310421961675104e-05,0.0053740728685499,2.077605490418776e-05,0.9945289722085638,6.925351634729253e-06,0.0054641024398013,0.0,0.9557400777024452,0.0386850142315976,0.005574908065957,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7748637437065867,0.2197414073699592,0.0046746123534422,0.0007202365700118,4.155210980837552e-05,0.0014127717334847,0.000484774614431,0.7292395271369904,1.3850703269458508e-05,0.046476034820668,7.617886798202179e-05,0.0001038802745209,0.0,0.0386850142315976,0.0,0.0,0.1814996156429842,0.0020083519740714
SAMN54705896,"Southern California, CA",MU,2025-08-13,10907,10907,0,10823,18,63,3,10831,10,65,1,2576,8265,56,10,10840,1,66,0,10390,451,41,25,10840,1,66,0,10839,2,66,0,10840,1,66,0,10482,355,70,0,10907,0,0,0,10907,0,0,0,8745,2096,59,7,0,21,11,8275,1,476,1,2,0,355,0,0,1745,20,1.0,0.0,0.9922985238837444,0.0016503163106262,0.0057761070871917,0.0002750527184377,0.9930319977995784,0.0009168423947923,0.0059594755661501,9.168423947923352e-05,0.2361786008985055,0.7577702392958651,0.005134317410837,0.0009168423947923,0.9938571559548912,9.168423947923352e-05,0.0060511598056294,0.0,0.9525992481892362,0.0413495920051343,0.0037590538186485,0.0022921059869808,0.9938571559548912,9.168423947923352e-05,0.0060511598056294,0.0,0.993765471715412,0.0001833684789584,0.0060511598056294,0.0,0.9938571559548912,9.168423947923352e-05,0.0060511598056294,0.0,0.9610341982213256,0.0325479050151279,0.0064178967635463,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8017786742458971,0.1921701659484734,0.0054093701292747,0.0006417896763546,0.0,0.0019253690290639,0.0010085266342715,0.7586870816906574,9.168423947923352e-05,0.0436416979921151,9.168423947923352e-05,0.0001833684789584,0.0,0.0325479050151279,0.0,0.0,0.1599889978912625,0.0018336847895846
SAMN54705897,"Southern California, CA",MU,2025-08-17,19386,19386,0,19207,33,144,2,19226,14,146,0,6015,13225,128,18,19240,0,146,0,17413,1826,81,66,19239,1,146,0,19234,6,145,1,19238,1,147,0,18670,570,146,0,19386,0,0,0,19386,0,0,0,15101,4139,130,16,0,35,14,13243,0,1892,1,7,0,570,0,0,3580,44,1.0,0.0,0.9907665325492624,0.0017022593624264,0.0074280408542246,0.0001031672340864,0.9917466212730836,0.0007221706386051,0.0075312080883111,0.0,0.3102754565150108,0.682193335396678,0.006602702981533,0.000928505106778,0.9924687919116888,0.0,0.0075312080883111,0.0,0.898225523573713,0.0941916847209326,0.0041782729805013,0.0034045187248529,0.9924172082946456,5.158361704322707e-05,0.0075312080883111,0.0,0.9921592902094296,0.0003095017022593,0.0074796244712679,5.158361704322707e-05,0.9923656246776024,5.158361704322707e-05,0.0075827917053543,0.0,0.9630661301970496,0.0294026617146394,0.0075312080883111,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.778964200969772,0.2135045909419168,0.0067058702156195,0.0008253378726916,0.0,0.0018054265965129,0.0007221706386051,0.6831218405034561,0.0,0.0975962034457856,5.158361704322707e-05,0.0003610853193025,0.0,0.0294026617146394,0.0,0.0,0.1846693490147529,0.0022696791499019
SAMN54705898,"Southern California, CA",MU,2025-08-20,22655,22655,0,22436,31,188,0,22451,16,188,0,6069,16398,178,10,22467,0,188,0,20350,2117,90,98,22465,2,188,0,22463,4,188,0,22467,0,188,0,21907,558,190,0,22655,0,0,0,22655,0,0,0,18565,3902,169,19,0,31,16,16408,0,2215,2,4,0,558,0,0,3360,61,1.0,0.0,0.990333259766056,0.0013683513573162,0.0082983888766276,0.0,0.9909953652615316,0.0007062458618406,0.0082983888766276,0.0,0.2678878834694328,0.7238137276539395,0.0078569852129772,0.0004414036636504,0.9917016111233724,0.0,0.0082983888766276,0.0,0.8982564555285809,0.0934451555947914,0.0039726329728536,0.004325755903774,0.9916133303906424,8.828073273008166e-05,0.0082983888766276,0.0,0.991525049657912,0.0001765614654601,0.0082983888766276,0.0,0.9917016111233724,0.0,0.0082983888766276,0.0,0.9669830059589496,0.0246303244316927,0.0083866696093577,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.819465901566983,0.1722357095563893,0.0074597219156919,0.0008386669609357,0.0,0.0013683513573162,0.0007062458618406,0.7242551313175899,0.0,0.0977709114985654,8.828073273008166e-05,0.0001765614654601,0.0,0.0246303244316927,0.0,0.0,0.1483116309865371,0.0026925623482674
SAMN54705899,"Southern California, CA",MU,2025-08-24,20390,20390,0,20168,37,185,0,20191,14,185,0,4802,15403,170,15,20204,1,185,0,18740,1465,77,108,20201,4,185,0,20204,1,185,0,20205,0,185,0,19879,324,187,0,20390,0,0,0,20390,0,0,0,16921,3284,177,8,0,37,14,15417,1,1573,4,1,0,324,0,0,2965,54,1.0,0.0,0.9891123099558607,0.0018146150073565,0.0090730750367827,0.0,0.9902403138793526,0.0006866110838646,0.0090730750367827,0.0,0.2355076017655713,0.7554193231976459,0.0083374203040706,0.0007356547327121,0.9908778813143698,4.9043648847474255e-05,0.0090730750367827,0.0,0.9190779794016676,0.0718489455615497,0.0037763609612555,0.0052967140755272,0.9907307503678272,0.0001961745953898,0.0090730750367827,0.0,0.9908778813143698,4.9043648847474255e-05,0.0090730750367827,0.0,0.9909269249632172,0.0,0.0090730750367827,0.0,0.9749386954389406,0.0158901422265816,0.0091711623344776,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8298675821481118,0.1610593428151054,0.0086807258460029,0.0003923491907797,0.0,0.0018146150073565,0.0006866110838646,0.7561059342815105,4.9043648847474255e-05,0.077145659637077,0.0001961745953898,4.9043648847474255e-05,0.0,0.0158901422265816,0.0,0.0,0.1454144188327611,0.0026483570377636
SAMN54705900,"Southern California, CA",MU,2025-08-27,11214,11214,0,11133,15,66,0,11139,9,65,1,2221,8927,60,6,11148,0,66,0,10314,833,34,33,11148,0,66,0,11145,3,66,0,11147,0,67,0,11005,141,68,0,11214,0,0,0,11214,0,0,0,9785,1363,61,5,0,15,10,8933,0,866,0,3,0,141,0,0,1224,22,1.0,0.0,0.992776886035313,0.0013376136971642,0.0058855002675227,0.0,0.9933119315141788,0.0008025682182985,0.0057963260210451,8.917424647761727e-05,0.1980560014267879,0.7960584983056893,0.005350454788657,0.0005350454788657,0.9941144997324772,0.0,0.0058855002675227,0.0,0.9197431781701444,0.0742821473158551,0.0030319243802389,0.0029427501337613,0.9941144997324772,0.0,0.0058855002675227,0.0,0.9938469769930444,0.0002675227394328,0.0058855002675227,0.0,0.9940253254859996,0.0,0.0059746745140003,0.0,0.981362582486178,0.012573568753344,0.0060638487604779,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.872570001783485,0.1215444979489923,0.0054396290351346,0.000445871232388,0.0,0.0013376136971642,0.0008917424647761,0.796593543784555,0.0,0.0772248974496165,0.0,0.0002675227394328,0.0,0.012573568753344,0.0,0.0,0.1091492776886035,0.0019618334225075
SAMN54705901,"Southern California, CA",MU,2025-09-03,23976,23976,0,23828,32,114,2,23847,13,115,1,6253,17607,101,15,23859,1,116,0,22766,1094,74,42,23858,2,116,0,23858,2,116,0,23858,2,116,0,23502,356,118,0,23976,0,0,0,23976,0,0,0,18748,5112,105,11,1,34,14,17622,1,1136,2,2,0,356,0,0,4763,46,1.0,0.0,0.9938271604938272,0.0013346680013346,0.0047547547547547,8.341675008341675e-05,0.9946196196196196,0.0005422088755422,0.0047964631297964,4.170837504170838e-05,0.2608024691358024,0.7343593593593594,0.0042125458792125,0.0006256256256256,0.99512012012012,4.170837504170838e-05,0.0048381715048381,0.0,0.9495328661995328,0.0456289622956289,0.0030864197530864,0.0017517517517517,0.9950784117450784,8.341675008341675e-05,0.0048381715048381,0.0,0.9950784117450784,8.341675008341675e-05,0.0048381715048381,0.0,0.9950784117450784,8.341675008341675e-05,0.0048381715048381,0.0,0.9802302302302304,0.0148481815148481,0.0049215882549215,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7819486152819486,0.2132132132132132,0.0043793793793793,0.0004587921254587,4.170837504170838e-05,0.001418084751418,0.0005839172505839,0.734984984984985,4.170837504170838e-05,0.0473807140473807,8.341675008341675e-05,8.341675008341675e-05,0.0,0.0148481815148481,0.0,0.0,0.198656990323657,0.0019185852519185
