sra_accession,site_name,date,n_reads_profiled,total_read_pairs,n_reads_classified_1_clade_non_rrna,n_reads_classified_1_clade_rrna,n_reads_unclassified_0_clade_non_rrna,n_reads_unclassified_0_clade_rrna,n_reads_root_direct_1_non_rrna,n_reads_root_direct_1_rrna,rrna_fraction,n_reads_cellular_organisms_131567_clade_non_rrna,n_reads_cellular_organisms_131567_clade_rrna,n_reads_cellular_organisms_131567_direct_non_rrna,n_reads_cellular_organisms_131567_direct_rrna,n_reads_bacteria_2_clade_non_rrna,n_reads_bacteria_2_clade_rrna,n_reads_archaea_2157_clade_non_rrna,n_reads_archaea_2157_clade_rrna,n_reads_eukaryota_2759_clade_non_rrna,n_reads_eukaryota_2759_clade_rrna,n_reads_viruses_10239_clade_non_rrna,n_reads_viruses_10239_clade_rrna,n_reads_unclassified_entries_2787823_clade_non_rrna,n_reads_unclassified_entries_2787823_clade_rrna,n_reads_other_entries_2787854_clade_non_rrna,n_reads_other_entries_2787854_clade_rrna,n_reads_pmmov_12239_clade_non_rrna,n_reads_tobamovirus_12234_clade_non_rrna,n_reads_tbrv_12275_clade_non_rrna,n_reads_tobrfv_3432872_clade_non_rrna,n_reads_tmv_3432892_clade_non_rrna,n_reads_cgmmv_3432895_clade_non_rrna,fraction_classified_1_clade_non_rrna,fraction_classified_1_clade_rrna,fraction_unclassified_0_clade_non_rrna,fraction_unclassified_0_clade_rrna,fraction_root_direct_1_non_rrna,fraction_root_direct_1_rrna,fraction_cellular_organisms_131567_clade_non_rrna,fraction_cellular_organisms_131567_clade_rrna,fraction_cellular_organisms_131567_direct_non_rrna,fraction_cellular_organisms_131567_direct_rrna,fraction_bacteria_2_clade_non_rrna,fraction_bacteria_2_clade_rrna,fraction_archaea_2157_clade_non_rrna,fraction_archaea_2157_clade_rrna,fraction_eukaryota_2759_clade_non_rrna,fraction_eukaryota_2759_clade_rrna,fraction_viruses_10239_clade_non_rrna,fraction_viruses_10239_clade_rrna,fraction_unclassified_entries_2787823_clade_non_rrna,fraction_unclassified_entries_2787823_clade_rrna,fraction_other_entries_2787854_clade_non_rrna,fraction_other_entries_2787854_clade_rrna,fraction_pmmov_12239_clade_non_rrna,fraction_tobamovirus_12234_clade_non_rrna,fraction_tbrv_12275_clade_non_rrna,fraction_tobrfv_3432872_clade_non_rrna,fraction_tmv_3432892_clade_non_rrna,fraction_cgmmv_3432895_clade_non_rrna
SAMN47830469,"Chicago (CHI-D1), IL",2024-11-10,7940707,798246009,423477,5133944,1537003,846283,172,361,0.7531100793549212,355562,5132160,3686,73341,344261,4981956,1846,12474,5769,64389,67743,1423,0,0,0,0,2463,26935,0,17477,3188,2037,0.05332988242533,0.646534824163337,0.1935600382197487,0.1065752551915842,2.1660756667514527e-05,4.546149760040039e-05,0.0447771153241523,0.6463101584623379,0.0004641897563722,0.0092360764035389,0.043353946297996,0.6273944570533985,0.0002324717390755,0.0015708951499938,0.0007265075307085,0.0081087298554067,0.0085311063445101,0.0001792042033986,0.0,0.0,0.0,0.0,0.0003101748067064,0.0033920192893121,0.0,0.0022009412887181,0.0004014749266366,0.0002565261130674
SAMN47830475,"Chicago (CHI-D1), IL",2024-11-17,7934125,731213525,741993,4773131,2264070,154931,361,1117,0.6211223717438974,584924,4767329,4485,36787,567800,4640308,4089,8511,8550,81723,156708,4685,0,0,0,0,6330,66508,0,38110,10698,7084,0.0935191839867282,0.6015951563404418,0.2853584442693743,0.0195272154034555,4.54987401368805e-05,0.0001407860836464,0.0737225647292325,0.6008638817200139,0.0005652780572289,0.0046365493643361,0.0715642916583516,0.5848544391135633,0.0005153691660389,0.0010727006167248,0.0010776258476129,0.0103001926253896,0.0197511205173588,0.0005904885367814,0.0,0.0,0.0,0.0,0.0007978210387221,0.0083825178388567,0.0,0.0048033048601437,0.0013483429809738,0.0008928518433988
SAMN47830482,"Chicago (CHI-D1), IL",2024-11-24,7933389,674465839,757762,4417309,2272194,486124,325,183,0.618075428978065,618262,4416494,2839,38681,601181,4345561,2636,7012,11606,25240,139175,632,0,0,0,0,3778,77656,0,48040,12246,9270,0.0955155841442696,0.5567997051050703,0.2864089868776653,0.0612757238729947,4.096187803241049e-05,2.3065934052933127e-05,0.0779316824998466,0.5566969763695959,0.0003578535810944,0.0048757159630586,0.0757786388749491,0.5477559135444562,0.0003322602575718,0.0008838430464042,0.0014629297862311,0.0031815038156768,0.0175429397663906,7.966280142138478e-05,0.0,0.0,0.0,0.0,0.0004762158375327,0.0097884921120766,0.0,0.0060554047654871,0.0015435940726518,0.001168488844662
SAMN47830489,"Chicago (CHI-D1), IL",2024-12-01,7942361,691281534,314811,6705894,777021,144635,116,225,0.8625303190301814,285923,6705226,1222,30816,280425,6625033,1423,3684,2853,45693,28772,443,0,0,0,0,750,13444,0,9047,1474,1525,0.0396370625813257,0.8443197302618889,0.0978326183884928,0.0182105887682925,1.4606534592766068e-05,2.832938317876686e-05,0.0359998626129023,0.8442356243381212,0.0001538563010182,0.0038799539768526,0.0353076195903028,0.8341387808385076,0.000179164273246,0.0004638307773596,0.0003592224483352,0.0057530587454012,0.0036225934338305,5.57765405889549e-05,0.0,0.0,0.0,0.0,9.443097466461932e-05,0.001692692340659,0.0,0.0011390759346558,0.0001855882331413,0.0001920101238493
SAMN47830493,"Chicago (CHI-D1), IL",2024-12-08,7943039,668388973,131246,7648065,155732,7996,34,507,0.9638702591073062,120791,7647351,350,1846,119430,7642162,349,547,662,2796,10421,207,0,0,0,0,315,3706,0,2666,87,381,0.0165235376613278,0.962863602359372,0.0196062032313659,0.0010066567479342,4.279865794509849e-06,6.383022617218679e-05,0.0152073092145517,0.9627737109700044,4.4065042369754914e-05,0.0002324069869067,0.0150359634502235,0.962120428128762,4.39389107180327e-05,6.886607806607193e-05,8.334181124042327e-05,0.0003520097762697,0.0013119485809815,2.6061163195365153e-05,0.0,0.0,0.0,0.0,3.9656659951995214e-05,0.0004665615433028,0.0,0.000335630979222,1.0953129279870133e-05,4.796504277223983e-05
SAMN47830501,"Chicago (CHI-D1), IL",2024-12-15,13917246,1281267625,1056122,11034909,1752688,73527,264,96,0.7981774679288816,983139,11034279,1977,13377,972712,11008722,5137,4418,3313,7762,72719,534,0,0,0,0,1980,21532,0,15355,598,2117,0.0758859086698815,0.7928943086331074,0.1259366234012368,0.005283159295774,1.8969664055460472e-05,6.897779234224397e-06,0.0706418340702811,0.7928490403330778,0.0001420515965172,0.0009611817329482,0.0698926260253718,0.7910126881919401,0.0003691086445573,0.0003174478084751,0.0002380478038346,0.0005577225997143,0.0052251049355449,3.837052079543202e-05,0.0,0.0,0.0,0.0,0.0001422702981931,0.0015471525509801,0.0,0.0011033118054653,4.296847673917112e-05,0.000152114805677
SAMN47830509,"Chicago (CHI-D1), IL",2024-12-22,13904900,887068254,1075880,8718219,3569811,540990,521,320,0.6658947028617144,913731,8716583,4220,61853,878038,8570134,17168,34181,14305,50415,161628,1315,0,0,0,1,4848,46757,0,34716,543,3446,0.0773743545594008,0.6269882416522756,0.2567309425788847,0.0389064612094387,3.7470099127565665e-05,2.3014579281502815e-05,0.0657130095891526,0.6268705806194195,0.000303492054187,0.0044482844806937,0.0631460770137899,0.6163384048438705,0.0012346630639882,0.0024581943592833,0.0010287774571873,0.0036256969355719,0.0116238748711207,9.457447363685668e-05,0.0,0.0,0.0,7.197993775174985e-08,0.0003486491169185,0.003362621169541,0.0,0.0024966698419591,3.905145126769136e-05,0.0002478286073659
SAMN47830516,"Chicago (CHI-D1), IL",2024-12-29,13912296,641884229,181332,8049149,2074609,3607206,23,420,0.8378450087553705,177175,8048556,3297,110285,163223,7852255,5801,5800,4854,80216,4134,171,0,0,0,2,81,939,0,702,12,67,0.0130340118713982,0.5785632524058772,0.1491209793732313,0.2592817563494932,1.6530750006833515e-06,3.0190124977874702e-05,0.0127352087135103,0.5785206273454728,0.0002369896942122,0.0079271939340529,0.0117323400227143,0.5644106825718119,0.0004169743409345,0.0004168968479291,0.0003489046556492,0.0057658539916789,0.0002971500828872,1.2291202792173256e-05,0.0,0.0,0.0,1.4373263436912886e-07,5.822214218381594e-06,6.749676615487792e-05,0.0,5.04612811451502e-05,8.624823340694225e-07,4.816266632200162e-06
SAMN47830524,"Chicago (CHI-D1), IL",2025-01-05,13926859,1086788444,251058,13352114,271796,51891,29,128,0.9624571084821908,234774,13351609,1314,5809,231512,13333772,546,2315,1402,9713,16255,377,0,0,0,0,193,3212,0,2614,52,155,0.0180269204045894,0.9587311316012164,0.0195159711132198,0.003725976880974,2.082086955701193e-06,9.190620417288252e-06,0.0168576698631123,0.958694870743974,9.4347894769617e-05,0.000417103203945,0.0166234460283408,0.9574141079649516,3.9203667599308873e-05,0.0001662267149911,0.0001006722724025,0.0006974328600857,0.0011671684545214,2.707023682556884e-05,0.0,0.0,0.0,0.0,1.3857403037838438e-05,0.0002306312009449,0.0,0.0001876926226405,3.733571844872836e-06,1.112954100291432e-05
SAMN47830532,"Chicago (CHI-D1), IL",2025-01-12,7962352,804962799,498345,5513086,1563869,387052,200,64,0.7410044291326288,389742,5511590,1694,41201,376995,5432945,3094,6277,7959,31167,108403,1432,0,0,0,0,2135,29241,0,24279,128,1283,0.0625876425571633,0.6923941965123571,0.1964079283102079,0.0486102326202716,2.5118318691513465e-05,8.037770217682676e-06,0.0489480819210478,0.6922063130487515,0.0002127512528673,0.0051744803177861,0.0473471702179486,0.6823292014077198,0.0003885769363309,0.0007883346052203,0.000999583513901,0.0039142967180251,0.0136144423174239,0.0001798456933879,0.0,0.0,0.0,0.0,0.0002681370624924,0.0036724095391522,0.0,0.0030492268479908,1.6075556414975758e-05,0.0001611339962053
SAMN47830540,"Chicago (CHI-D1), IL",2025-01-19,7966448,813093816,194214,6409598,990659,371977,79,73,0.8512671691026967,133562,6407184,1688,91834,125157,6229165,2005,3811,4712,82374,60573,2341,0,0,0,0,568,6941,0,5283,132,555,0.0243789826751056,0.8045742023891683,0.1243538482221976,0.0466929667135283,9.917022727754547e-06,9.16349165762401e-06,0.0167655567382888,0.8042711796843358,0.0002118890066369,0.0115275942602991,0.0157105044682943,0.7819250829486735,0.0002516814348929,0.0004783767853016,0.0005914818284646,0.0103401256900616,0.007603508914089,0.0002938592131749,0.0,0.0,0.0,0.0,7.129857437184806e-05,0.0008712809930724,0.0,0.0006631584942956,1.6570150142227595e-05,6.96671481347069e-05
SAMN47830547,"Chicago (CHI-D1), IL",2025-01-26,7974197,798064856,185230,7083220,286783,418964,24,41,0.9408074629612052,169035,7082630,880,16471,166996,7053566,434,821,725,11772,16169,549,0,0,2,0,138,892,0,576,8,102,0.0232286682336498,0.8882674977735776,0.0359638688051447,0.0525399651876278,3.0097497115758822e-06,5.141669550472585e-06,0.0211977417173479,0.8881935088602358,0.0001103561384775,0.0020655373405494,0.0209420408597912,0.884548748500868,5.442605454739786e-05,0.0001029573308838,9.091866453171974e-05,0.0014762656879345,0.0020276659077692,6.884724379132582e-05,0.0,0.0,2.5085882102786577e-07,0.0,1.7306430388992593e-05,0.0001118605222736,0.0,7.223214460039127e-05,1.0033049266568305e-06,1.2791284739156529e-05
SAMN47830555,"Chicago (CHI-D1), IL",2025-02-02,7954207,728315544,392594,6442280,853441,265892,107,90,0.8433489278690749,265101,6440265,2026,35905,258232,6367338,1506,3318,3337,33704,127386,1925,0,0,0,0,769,11037,0,8574,150,851,0.0493567921444158,0.8099210306526705,0.1072942799865093,0.0334278972164043,1.3451691645400472e-05,1.131483910326668e-05,0.0333284206219274,0.8096677054431678,0.0002547087282629,0.0045139657772055,0.0324648526648369,0.8004993493583734,0.0001893338152434,0.0004171363995476,0.000419525413584,0.0042372539080412,0.0160149198308429,0.0002420103703993,0.0,0.0,0.0,0.0,9.667912479493116e-05,0.0013875665137938,0.0,0.0010779167068462,1.88582378334882e-05,0.0001069873613459
SAMN47830560,"Chicago (CHI-D1), IL",2025-02-09,7946179,879612140,350246,7052697,473085,70151,113,139,0.8963865840895101,269323,7051115,2216,9568,262884,7029280,873,2660,3350,9607,80810,1443,0,0,0,0,283,3322,0,2436,42,312,0.0440772592299726,0.8875583188757205,0.0595361566805172,0.0088282652137895,1.4220942141379609e-05,1.7492680500403624e-05,0.0338933777843231,0.8873592297586506,0.000278874394529,0.0012040986759098,0.0330830559542695,0.8846113713362898,0.0001098645045645,0.0003347530866376,0.0004215829309599,0.0012090066598133,0.0101696605035081,0.0001815964365695,0.0,0.0,0.0,0.0,3.56146649175796e-05,0.0004180631605925,0.0,0.0003065623651366,5.285576705627e-06,3.926448768526252e-05
SAMN47830569,"Chicago (CHI-D1), IL",2025-02-17,7964110,1082619783,377497,6020536,1391595,174482,396,71,0.7778671136143971,222497,6019938,1539,12480,214863,5992995,1882,6247,4213,8216,154604,527,0,0,0,0,1550,10576,0,7231,60,663,0.0473997427188492,0.7559585685475333,0.1747331436667537,0.0219085450668637,4.972330220763912e-05,8.915102795148457e-06,0.0279374453595501,0.75588348239668,0.0001932398885902,0.0015670290656464,0.0269788940048493,0.7525004288064077,0.0002363117725442,0.0007843944365098,0.0005289996935663,0.001031630088116,0.0194125740570914,6.617104805817369e-05,0.0,0.0,0.0,0.0,0.0001946230986321,0.0013279551722936,0.0,0.0009079445237862,7.53383628482248e-06,8.32486567935464e-05
SAMN47830577,"Chicago (CHI-D1), IL",2025-02-23,7952944,1122642974,681384,4885176,2276156,110228,453,90,0.6281199499651127,530240,4884513,3238,12781,517483,4851195,3048,7904,6471,12633,150691,573,0,0,0,0,2428,34111,0,26642,958,1673,0.0856769834577141,0.6142599238171171,0.2862030665771732,0.0138600261479955,5.696008105249761e-05,1.131644819683949e-05,0.0666721849191609,0.6141765595759072,0.0004071453234839,0.001607077417401,0.0650681241418442,0.6099871592992246,0.0003832556028553,0.0009938519596386,0.0008136598509774,0.0015884708996428,0.0189478384575006,7.204779301305263e-05,0.0,0.0,0.0,0.0,0.0003052961972464,0.0042891088763635,0.0,0.0033499582983469,0.0001204589396435,0.0002103620503459
SAMN47830583,"Chicago (CHI-D1), IL",2025-03-02,7965589,1273075576,363025,6333556,1110354,158654,248,90,0.8150321597410306,260455,6332987,3439,14738,252086,6302159,1231,4416,3699,11674,102322,479,0,0,0,0,675,9382,0,7399,118,536,0.045574113347702,0.7951147426075008,0.1393937269112673,0.0199174171335297,3.113311473066709e-05,1.1298556606438157e-05,0.0326974989334593,0.795043310966057,0.0004317352958248,0.0018502078592386,0.0316468528922365,0.7911731743539611,0.0001545416768966,0.000554381363283,0.0004643690685013,0.0014655473895742,0.0128454812995119,6.013308483744211e-05,0.0,0.0,0.0,0.0,8.473895176019583e-05,0.0011778122404803,0.0,0.0009288687834467,1.4813934204395178e-05,6.728838652717722e-05
SAMN47830593,"Chicago (CHI-D1), IL",2025-03-09,7960694,925416999,172892,5412662,983763,1391377,33,49,0.8547043169441062,156401,5411649,3761,120764,143505,5199066,4104,12600,5031,79219,16455,962,0,0,3,2,125,1062,0,768,7,77,0.021718220442245,0.6799235317998769,0.1235774626136489,0.1747807851442292,4.145375567591626e-06,6.1555974944476e-06,0.0196466638376092,0.67979628095728,0.0004724468111149,0.0151700383092098,0.0180267011184178,0.6530922042355001,0.000515534792249,0.0015827757180506,0.0006319811158273,0.0099512626945193,0.0020670344158296,0.0001208440046019,0.0,0.0,3.768132385566106e-07,2.512405006415769e-07,1.5702275380988175e-05,0.0001334071937133,0.0,9.647517203811364e-05,8.793388129137957e-07,9.672614223016527e-06
SAMN56287609,"Chicago (CHI-D1), IL",2025-03-16,7964493,1112490786,270913,5882379,828276,982925,57,160,0.8619887075880308,239885,5881429,5272,92463,230118,5733074,1017,10294,3478,45598,30967,789,0,0,4,1,246,1891,0,1297,23,128,0.034015079659966,0.7385752703273722,0.1039962127520031,0.1234134372606585,7.157232323255422e-06,2.0089802251320196e-05,0.0301193109494271,0.738455989523739,0.0006619353912225,0.0116094042261705,0.0288929950944193,0.7198289479957514,0.0001276914640038,0.0012924924249306,0.0004366889997813,0.0057251448768863,0.0038881093389387,9.906538700202742e-05,0.0,0.0,5.021392768766522e-07,1.2561437993224862e-07,3.08864682642251e-05,0.0002374226458816,0.0,0.0001628437521077,2.8881950048450626e-06,1.6070355926103044e-05
SAMN56287610,"Chicago (CHI-D1), IL",2025-03-23,7979667,696020223,541882,5999166,1118769,319850,109,274,0.7918896904015534,399915,5997281,8753,53986,383956,5891908,3044,9083,4162,42304,141858,1611,0,0,0,0,272,1877,0,1213,23,185,0.0679078533610245,0.7518065694932656,0.140202456237422,0.0400831209082878,1.365992216296136e-05,3.433724137834728e-05,0.0501167666400692,0.7515703464551863,0.001096912609667,0.0067654427107079,0.0481168087935186,0.7383651643117363,0.0003814686404898,0.001138267086071,0.0005215765963937,0.0053014723466709,0.0177774267987922,0.000201885796701,0.0,0.0,0.0,0.0,3.4086820268348984e-05,0.0002352229034491,0.0,0.0001520108614371,2.882317407641141e-06,2.318402036465852e-05
SAMN56287611,"Chicago (CHI-D1), IL",2025-03-30,7981773,814192772,264815,7069413,486374,161171,57,103,0.9058869253358188,250234,7068659,2185,12443,243831,7041246,1691,5725,2527,9245,14523,651,0,0,1,0,296,2666,0,1926,20,235,0.0331774812970489,0.8856945378170435,0.0609355933671323,0.0201923875187752,7.14121385364403e-06,1.2904487599601595e-05,0.0313506986439328,0.885600073215331,0.0002737488885701,0.0015589246216906,0.0305484969853164,0.8821656224139651,0.0002118585907225,0.0007172596533751,0.0003165941793236,0.0011582665262999,0.0018195161637816,8.156011411292326e-05,0.0,0.0,1.252754807822402e-07,0.0,3.70848622458694e-05,0.0003340098834624,0.0,0.0002412975964705,2.505718164429256e-06,2.9442635038264308e-05
SAMN56287612,"Chicago (CHI-D1), IL",2025-04-06,7960958,1079991903,262246,6422446,740335,535931,86,85,0.8740627296822241,223609,6421712,3190,124125,215132,6116223,1744,3449,3543,177915,38551,649,0,0,0,0,909,8767,0,6382,107,681,0.0329415453897813,0.8067425840706973,0.0929957249279946,0.0673201456115266,1.0802582876602205e-05,1.0677183507976369e-05,0.0280882335852938,0.8066503824933854,0.0004007066562769,0.0155917332796445,0.0270234158978856,0.7682770009109157,0.0002190663584915,0.0004332384315622,0.0004450446726396,0.0223484098712629,0.0048425092216109,8.152439380390298e-05,0.0,0.0,0.0,0.0,0.0001141841526781,0.0011012501214866,0.0,0.0008016608835871,1.3440816371335264e-05,8.554250508332686e-05
SAMN56287613,"Chicago (CHI-D1), IL",2025-04-13,7954701,1061714846,401960,6350085,889714,312942,100,265,0.8376213661159884,355726,6348601,5156,42519,340521,6258758,4671,15602,5378,31722,46134,1219,0,0,0,0,814,9397,0,6902,85,873,0.0505311061397156,0.7982808130478438,0.111847527744296,0.0393405530681444,1.257105712999722e-05,3.3312899500194194e-05,0.0447189559334953,0.7980942587069484,0.0006481670876366,0.0053451340438678,0.0428075119065502,0.7867999536858021,0.0005871987343529,0.0019613470121135,0.0006760782049556,0.0039878239651648,0.0057995791490903,0.0001532414413953,0.0,0.0,0.0,0.0,0.0001023299000359,0.0011813152474888,0.0,0.0008676662291866,1.0685559284787486e-05,0.0001097449634176
SAMN56287614,"Chicago (CHI-D1), IL",2025-04-20,6945666,735104598,254695,5755068,561736,374167,62,128,0.882454523277249,250286,5754546,5484,37206,239109,5686107,1489,6912,4204,24321,4347,394,0,0,0,0,92,889,0,674,2,40,0.0366696613754532,0.8285840096671077,0.0808758153472976,0.0538705136101414,8.926382075034938e-06,1.8427718218229496e-05,0.0360348695114116,0.828508855891985,0.000789564729369,0.0053567520988492,0.0344256514736817,0.818655368586046,0.0002143790754946,0.0009951337288505,0.000605274232866,0.0035016014782389,0.0006258654819666,5.6726056904505907e-05,0.0,0.0,0.0,0.0,1.3246250404327265e-05,0.0001279963444123,0.0,9.703833392074394e-05,2.878736257812711e-07,5.759358114827652e-06
SAMN56287615,"Chicago (CHI-D1), IL",2025-04-27,7979695,617290907,511235,5555541,1812231,100688,177,270,0.708827746709886,397683,5553544,3671,13808,388686,5525570,1244,4224,4082,9942,113375,1727,0,0,0,0,1046,12464,0,9436,125,880,0.0640669984253835,0.6962097329829608,0.2271052548647304,0.012618013726925,2.218062989357879e-05,3.383596083939308e-05,0.0498368895297205,0.6959594732164698,0.0004600435714238,0.001730389524369,0.0487094032546153,0.6924538293393544,0.0001558948105015,0.0005293418059821,0.0005115478931797,0.0012459125467641,0.0142079282657694,0.0002164238056517,0.0,0.0,0.0,0.0,0.000131082207274,0.0015619646272637,0.0,0.0011825021280636,1.5664623510328808e-05,0.0001102805315871
SAMN56287616,"Chicago (CHI-D1), IL",2025-05-04,7980500,689091675,503082,5320027,1819275,338116,250,162,0.7089964437736671,349479,5318854,8633,39128,334074,5248096,1593,7231,5179,24399,153351,1011,0,0,2,0,1984,17686,0,12879,130,1253,0.0630388767465159,0.666628639482571,0.2279646794798169,0.0423678042910961,3.1326952015273524e-05,2.029909750077897e-05,0.0437916187365375,0.666481659528064,0.0010817611808089,0.0049029508327306,0.041861282230465,0.6576153051979334,0.0001996120310571,0.0009060779271776,0.0006489632942064,0.0030573255702223,0.0192156803729617,0.0001266808570061,0.0,0.0,2.50685001450086e-07,0.0,0.0002486029676781,0.0022161443721048,0.0,0.0016138028713056,1.6290570123252226e-05,0.0001570077265406
SAMN56287617,"Chicago (CHI-D1), IL",2025-05-11,31942847,1221009127,1032371,21901092,5182600,3826784,740,334,0.8054347285981441,823657,21896071,31782,312218,751387,21415297,16895,35297,23593,133259,207966,4661,0,0,8,26,4910,48576,0,36208,320,3813,0.0323193210779591,0.6856336290566629,0.1622459503238967,0.1198010995414811,2.3165804731326287e-05,1.04565687292662e-05,0.025785338805869,0.6854764411669587,0.0009949587494565,0.0097742686622711,0.0235228749440232,0.6704253609360247,0.0005289084440883,0.001105002124538,0.0007385966683009,0.0041718094441248,0.0065105660169768,0.0001459173724949,0.0,0.0,2.50450381862109e-07,8.139484799957293e-07,0.0001537139784044,0.0015207170677135,0.0,0.0011335260888154,1.0017781681756267e-05,0.0001193678683916
SAMN56287618,"Chicago (CHI-D1), IL",2025-05-18,7970826,1056225642,600614,2690522,4622726,56964,955,97,0.3446927841271273,450872,2689794,4718,8263,436965,2668446,2238,3186,6951,9899,148787,631,0,0,0,0,2225,35399,0,27781,262,2986,0.0753515373301804,0.3375462309077447,0.5799556785426921,0.0071465532193825,0.0001198117330627,1.2168843724408198e-05,0.0565652734662048,0.3374548980502704,0.0005919100830965,0.0010366546772067,0.0548205279140275,0.3347766303674382,0.0002807751795439,0.0003997100844944,0.0008720602895367,0.001241902921131,0.0186664521309128,7.916401374995574e-05,0.0,0.0,0.0,0.0,0.0002791416014329,0.0044410633384657,0.0,0.003485332087492,3.287048364644276e-05,0.0003746156312561
SAMN56287619,"Chicago (CHI-D1), IL",2025-05-25,7922379,1066199695,605006,3219103,3973335,124935,700,166,0.4221002673472407,454197,3218484,2508,17143,440752,3180661,4854,8638,6083,12042,150108,453,0,0,1,0,2871,23691,0,14977,170,3690,0.0763667069979368,0.4063304060136588,0.5015330256548225,0.0157698613335819,8.835813215496594e-05,2.095404941411757e-05,0.0573309064285494,0.4062522723481224,0.0003165737492195,0.0021638758621195,0.0556338151748945,0.4014780607472816,0.0006126949723857,0.0010903306215619,0.0007678225320495,0.0015200051171592,0.0189473162387251,5.71796161222676e-05,0.0,0.0,1.2619850722309777e-07,0.0,0.0003623916467867,0.0029903874250545,0.0,0.0018904657898508,2.14576743125752e-05,0.0004657676914716
SAMN56287620,"Chicago (CHI-D1), IL",2025-06-01,7948314,884943379,730667,2748961,4366778,101908,1523,114,0.3586760101447835,482198,2748065,6379,15701,463378,2712692,3469,4398,8972,15274,246943,782,0,0,3,0,4659,90292,0,70496,901,9931,0.091927281299722,0.3458546679525033,0.5493967085554943,0.0128213421922802,0.0001916145454087,1.434274968113932e-05,0.0606667074769316,0.3457419403231245,0.0008025606562433,0.0019753936720102,0.0582989066747121,0.3412915550973638,0.000436446591811,0.0005533269577476,0.0011287935541651,0.0019216645960028,0.0310685818506442,9.838487969758133e-05,0.0,0.0,3.774267373861889e-07,0.0,0.0005861622906629,0.0113598858733139,0.0,0.008869295694838,0.000113357414339,0.0012494479639713
