sra_accession,site_name,date,total_read_pairs,total_virus_hits,dedup_virus_hits,dup_virus_hits,dup_rate,ra,ra_dedup,below_species_counts,species_counts,genus_counts,family_counts,order_counts,class_counts,phylum_counts,kingdom_counts,domain_counts,realm_counts,unresolved_counts
SAMN47830521,"Boston DITP South, MA (MU)",2025-01-02,1004127810,34660,24367.0,10293.0,0.2969705712637046,3.451751824302127e-05,2.4266831131785903e-05,30951,3320,297,91,0,0,0,0,0,0,1
SAMN47830529,"Boston DITP South, MA (MU)",2025-01-08,1201312284,51697,33643.0,18054.0,0.349227227885564,4.303377289031367e-05,2.8005207678372496e-05,44160,6793,542,199,0,0,0,0,0,0,3
SAMN47830537,"Boston DITP South, MA (MU)",2025-01-15,1012706733,80807,35847.0,44960.0,0.5563874416820325,7.979309050372433e-05,3.539721701445427e-05,73099,7063,486,155,0,0,0,0,0,0,4
SAMN47830544,"Boston DITP South, MA (MU)",2025-01-22,983397280,141273,55415.0,85858.0,0.6077452874930099,0.0001436581154668,5.635057278173476e-05,129445,10902,687,235,0,0,0,0,0,0,4
SAMN47830551,"Boston DITP South, MA (MU)",2025-01-29,816170175,62427,27821.0,34606.0,0.5543434731766703,7.64877251242365e-05,3.4087253923484765e-05,57395,4506,429,94,0,0,0,0,0,0,3
SAMN47830559,"Boston DITP South, MA (MU)",2025-02-05,750183501,21662,14176.0,7486.0,0.3455821253808512,2.887560173094236e-05,1.889670991311231e-05,19675,1814,140,31,0,0,0,0,0,0,2
SAMN47830566,"Boston DITP South, MA (MU)",2025-02-12,1003451236,15458,9317.0,6141.0,0.3972700219950834,1.5404834281354155e-05,9.284955427569975e-06,13992,1325,122,17,0,0,0,0,0,0,2
SAMN47830573,"Boston DITP South, MA (MU)",2025-02-19,1122895012,38556,22102.0,16454.0,0.4267558875402013,3.433624656621059e-05,1.9683051188048203e-05,34746,3514,269,27,0,0,0,0,0,0,0
SAMN47830581,"Boston DITP South, MA (MU)",2025-02-26,865540789,72473,41627.0,30846.0,0.4256205759386254,8.373146698693595e-05,4.8093631783770274e-05,66674,5350,370,78,0,0,0,0,0,0,1
SAMN47830589,"Boston DITP South, MA (MU)",2025-03-05,853350278,8362,6276.0,2086.0,0.2494618512317627,9.799024170470828e-06,7.354541460640386e-06,7811,483,62,3,0,0,0,0,0,0,3
SAMN47830598,"Boston DITP South, MA (MU)",2025-03-12,853259354,68274,33739.0,34535.0,0.5058294519143451,8.00155306589232e-05,3.9541318641084594e-05,63615,4210,419,30,0,0,0,0,0,0,0
SAMN55014609,"Boston DITP South, MA (MU)",2025-03-19,902835784,43503,26735.0,16768.0,0.3854446819759556,4.8184842438633337e-05,2.9612251168812776e-05,41726,1577,198,2,0,0,0,0,0,0,0
SAMN55014610,"Boston DITP South, MA (MU)",2025-03-26,673894794,76583,42167.0,34416.0,0.4493947742971678,0.0001136423677432,6.25720815406685e-05,72939,3409,216,19,0,0,0,0,0,0,0
SAMN55014611,"Boston DITP South, MA (MU)",2025-04-02,698688768,118704,56864.0,61840.0,0.5209596980725165,0.000169895388958,8.138673842256471e-05,114203,3844,623,32,0,0,0,0,0,0,2
SAMN55014612,"Boston DITP South, MA (MU)",2025-04-09,1026874018,89395,60310.0,29085.0,0.3253537669892052,8.705546973922949e-05,5.873164472255641e-05,84785,4001,541,61,0,0,0,0,0,0,7
SAMN55014613,"Boston DITP South, MA (MU)",2025-04-23,613777771,82466,50456.0,32010.0,0.3881599689569034,0.0001343580753432,8.220564898887484e-05,79883,2088,468,27,0,0,0,0,0,0,0
SAMN55014614,"Boston DITP South, MA (MU)",2025-04-30,636977891,114979,76277.0,38702.0,0.3366005966306891,0.0001805070499691,0.0001197482692535,111754,2570,630,24,0,0,0,0,0,0,1
SAMN55014615,"Boston DITP South, MA (MU)",2025-05-07,604907546,454452,224588.0,229864.0,0.5058047934655365,0.0007512751378373,0.0003712765719077,441355,11279,1700,94,0,0,0,5,0,0,19
SAMN55014616,"Boston DITP South, MA (MU)",2025-05-14,950533523,606387,184387.0,422000.0,0.6959252094784354,0.0006379438339914,0.0001939826376854,582576,21512,2118,174,0,0,0,0,0,0,7
SAMN55014617,"Boston DITP South, MA (MU)",2025-05-21,898971820,803972,345761.0,458211.0,0.5699340275531983,0.0008943239177397,0.0003846182853651,787041,14521,2213,187,0,0,0,0,0,0,10
SAMN55014618,"Boston DITP South, MA (MU)",2025-05-28,987836738,215752,108107.0,107645.0,0.4989293262634877,0.0002184085605449,0.000109438124582,204433,10349,795,171,0,0,0,0,0,0,4
SAMN55014619,"Boston DITP South, MA (MU)",2025-06-04,1096431406,724967,251812.0,473155.0,0.6526572933664567,0.0006612059778958,0.0002296650740046,701757,20497,2243,457,0,0,0,0,0,0,13
SAMN55014620,"Boston DITP South, MA (MU)",2025-06-11,1298922701,568713,241691.0,327022.0,0.5750211442326798,0.0004378343680976,0.0001860703487697,550870,16401,1259,166,0,0,0,0,0,0,17
SAMN55014621,"Boston DITP South, MA (MU)",2025-06-18,1475089325,761650,240674.0,520976.0,0.6840097157487035,0.0005163416120579,0.0001631589327649,729095,29621,2606,310,0,0,0,0,0,0,18
SAMN55014622,"Boston DITP South, MA (MU)",2025-06-25,1436271551,592698,184934.0,407764.0,0.6879793756685529,0.0004126643040359,0.0001287597737845,567150,22985,2347,200,0,0,0,0,0,0,16
SAMN55014623,"Boston DITP South, MA (MU)",2025-07-02,894209810,248307,76607.0,171700.0,0.6914827209865207,0.0002776831535766,8.567005096935807e-05,229856,17120,1062,269,0,0,0,0,0,0,0
SAMN55951703,"Boston DITP South, MA (MU)",2025-07-09,937833240,226143,107106.0,119037.0,0.5263793263554477,0.000241133487655,0.0001142058048614,209262,15531,1098,241,0,0,0,0,0,0,11
SAMN55951704,"Boston DITP South, MA (MU)",2025-07-16,1018149528,212421,32289.0,180132.0,0.8479952547064555,0.0002086343843985,3.171341645998386e-05,188411,22492,1329,144,0,0,0,0,0,0,45
SAMN55951705,"Boston DITP South, MA (MU)",2025-07-23,1100381149,207475,40366.0,167109.0,0.8054416194722256,0.0001885483045475,3.668365278402275e-05,177993,26570,2737,175,0,0,0,0,0,0,0
SAMN55951706,"Boston DITP South, MA (MU)",2025-07-30,850188088,113905,33168.0,80737.0,0.7088099732233001,0.0001339762360914,3.9012543774901726e-05,98703,14042,997,149,0,0,0,0,0,0,14
SAMN55951707,"Boston DITP South, MA (MU)",2025-08-06,937580377,35895,,,,3.828471764186677e-05,,32122,3546,187,40,0,0,0,0,0,0,0
SAMN55951708,"Boston DITP South, MA (MU)",2025-08-13,817480172,153532,66620.0,86912.0,0.5660839434124482,0.0001878112830851,8.149433133896243e-05,134790,17608,1018,112,0,0,0,0,0,0,4
