sra_accession,site_name,raw_n_read_pairs,raw_n_bases_approx,raw_mean_percent_gc,raw_mean_mean_seq_len,raw_mean_percent_duplicates,cleaned_n_read_pairs,cleaned_n_bases_approx,cleaned_mean_percent_gc,cleaned_mean_mean_seq_len,cleaned_mean_percent_duplicates
SAMN55039081,"Boise RWF, ID",8000879,2415900000.0,50.0,151.0,41.25351866722231,7953008,2222200000.0,50.0,139.72385813015654,41.8159733959104
SAMN54703764,"Milan WWTF, MO",7999126,2415200000.0,50.0,151.0,65.41738183140765,7969560,2253000000.0,50.62497917074468,141.3674389175814,65.71200672624808
SAMN54703765,"Milan WWTF, MO",8007463,2417900000.0,51.0,151.0,67.58283539289796,7962727,2230000000.0,51.0,140.04305779916857,67.84423321391472
SAMN53111716,"Milan WWTF, MO",8008745,2418300000.0,53.0,151.0,49.582049040899,7968515,2178600000.0,53.0,136.71479874230016,50.86372139944609
SAMN53111717,"Milan WWTF, MO",8007398,2417800000.0,50.0,151.0,64.3934122420067,7900355,2174800000.0,50.0,137.66039190643966,65.56334999416349
SAMN53111718,"Milan WWTF, MO",8007090,2417700000.0,51.0,151.0,49.08319583271138,7946110,2215800000.0,51.0,139.4493697545088,50.15164112059923
SAMN53111719,"Milan WWTF, MO",8007314,2417800000.0,51.0,151.0,51.17873471254516,7770162,2143500000.0,51.0,137.9513771398846,51.371085101981414
SAMN53111720,"Milan WWTF, MO",8010833,2419000000.0,52.0,151.0,72.58230642742237,7417947,1987200000.0,51.0,133.9603179963405,72.15433083366088
SAMN53111721,"Milan WWTF, MO",8005050,2417100000.0,57.875019893692105,151.0,69.56120669060417,5931924,1617300000.0,53.0,136.34471732948705,60.48034586981522
SAMN53111722,"Milan WWTF, MO",8006295,2417600000.0,51.0,151.0,77.71505319222968,7978223,2059100000.0,52.0,129.0583534077701,79.03073979514527
SAMN53111723,"Milan WWTF, MO",8007193,2417700000.0,50.0,151.0,39.48090473989769,7961247,2242200000.0,50.0,140.83095669560308,40.58728428793897
SAMN53111724,"Milan WWTF, MO",7996306,2414600000.0,52.0,151.0,20.93235507659171,7967991,2291500000.0,52.0,143.82062611516503,21.026881365612663
SAMN53111725,"Milan WWTF, MO",8000693,2415700000.0,51.0,151.0,28.16534465324499,7946899,2302900000.0,51.0,144.90441693042783,28.188121452379704
SAMN53111726,"Milan WWTF, MO",8005429,2417300000.0,50.0,151.0,38.1693111136306,7938011,2269500000.0,50.0,142.96108067877458,38.14857303598351
SAMN53111727,"Milan WWTF, MO",8008402,2418000000.0,52.0,151.0,20.005375936290815,7954536,2318500000.0,52.37498340569456,145.74802609479673,19.99325581743318
SAMN53111728,"Milan WWTF, MO",7998782,2415200000.0,52.0,151.0,46.32556350914147,7940388,2348300000.0,52.0,147.88675503010683,46.60060459899227
SAMN53111729,"Milan WWTF, MO",7999577,2415400000.0,51.0,151.0,45.12279296336398,7937214,2293700000.0,51.0,144.50839809787163,45.37054299348561
SAMN53111730,"Milan WWTF, MO",8002171,2416100000.0,51.0,151.0,59.7649835203117,7908074,2220500000.0,51.0,140.41412434936748,60.08484775402837
SAMN53111731,"Milan WWTF, MO",8014731,2420000000.0,52.0,151.0,37.898830545593874,7987250,2311400000.0,52.0,144.7140128955523,38.05936516163381
SAMN53111732,"Milan WWTF, MO",7984111,2410900000.0,55.0,151.0,32.478451239333296,7723381,2285900000.0,54.0,148.01253149365544,31.64842228311548
SAMN53111733,"Milan WWTF, MO",7990591,2412900000.0,53.0,151.0,25.75725719058292,7948899,2310100000.0,53.0,145.3274834036764,25.770455022123944
SAMN53111734,"Milan WWTF, MO",7997343,2414900000.0,51.0,151.0,38.23229710521751,7942909,2230900000.0,50.62505399470144,140.4504917530844,38.68348472506418
SAMN53111735,"Milan WWTF, MO",7992852,2413300000.0,52.0,151.0,38.98495801144324,7919568,2266700000.0,52.0,143.13048906202965,39.03961837435548
SAMN53111736,"Milan WWTF, MO",8000858,2416000000.0,51.0,151.0,50.453364658518986,7969877,2250000000.0,51.87498414341903,141.1854017320468,51.00149757947452
SAMN54703766,"Milan WWTF, MO",7999878,2415600000.0,51.0,151.0,33.08523473082277,7961614,2294000000.0,51.0,144.0824647489818,33.29767514160582
SAMN54703767,"Milan WWTF, MO",7990017,2412400000.0,49.0,151.0,61.998849847645154,7959662,2255400000.0,49.0,141.69862200178852,62.6990675578198
SAMN54703768,"Milan WWTF, MO",7983990,2410700000.0,52.0,151.0,58.1972479663536,7953500,2223400000.0,52.0,139.79403463883824,58.7092984843645
SAMN54703769,"Milan WWTF, MO",7993886,2413700000.0,52.0,151.0,40.39600163388572,7963779,2321500000.0,52.0,145.76383918991223,40.59313339087574
SAMN54703770,"Milan WWTF, MO",7994553,2413800000.0,51.0,151.0,48.72603962672128,7957809,2283700000.0,51.0,143.50464141574648,49.16284105639468
SAMN54703771,"Milan WWTF, MO",7997535,2415000000.0,51.0,151.0,24.89812159715693,7961813,2287400000.0,51.0,143.6698294722571,25.032476268640313
SAMN54703772,"Milan WWTF, MO",7993509,2413600000.0,53.0,151.0,62.53889120445075,7958300,2224400000.0,53.0,139.78045323750047,63.25286304997527
SAMN55951729,"Milan WWTF, MO",7991105,2412900000.0,50.0,151.0,55.34419952737801,7946031,2236200000.0,50.0,140.73377463541232,55.77325024154533
SAMN53071625,"Monett WWTP, MO",7990476,2412800000.0,50.0,151.0,40.753900459013536,7955784,2293500000.0,50.0,144.1574917066627,40.97182628679832
SAMN53071626,"Monett WWTP, MO",8013184,2419500000.0,52.0,151.0,33.9304814474361,7966214,2293800000.0,52.0,143.98603326498636,34.12390300665137
SAMN53071627,"Monett WWTP, MO",8008883,2418200000.0,50.50003764569916,151.0,40.653600590204945,7940173,2304800000.0,50.0,145.15648418491637,40.800809901577246
SAMN53071628,"Monett WWTP, MO",8006828,2417600000.0,52.0,151.0,51.359372700120325,7920256,2215700000.0,52.0,139.89272247008176,51.44467055385845
SAMN53071629,"Monett WWTP, MO",7996014,2414500000.0,51.0,151.0,33.73107205051195,7953704,2355800000.0,51.0,148.11825823540832,33.898013887785
SAMN53071630,"Monett WWTP, MO",7999966,2415700000.0,52.0,151.0,26.353122064442086,7932945,2283600000.0,52.0,143.95287727319425,26.50872927745289
SAMN53071631,"Monett WWTP, MO",7997352,2414600000.0,51.0,151.0,31.81460798625748,7945342,2322500000.0,51.0,146.17692076690972,31.865617447456785
SAMN53071632,"Monett WWTP, MO",8001126,2416000000.0,51.0,151.0,35.04134341091048,7934894,2286200000.0,51.0,144.0746846145645,35.15342931146602
SAMN53071633,"Monett WWTP, MO",7996871,2414800000.0,50.0,151.0,41.1406151103319,7923662,2263800000.0,50.0,142.8648178077258,41.21127195901211
SAMN53071634,"Monett WWTP, MO",8007936,2418000000.0,50.0,151.0,54.016183918038976,7982440,2266900000.0,50.0,142.01288039747246,54.28685964925331
SAMN53071635,"Monett WWTP, MO",8001446,2416000000.0,50.0,151.0,40.65176799444377,7965647,2313800000.0,50.0,145.24996839553648,40.917711136165714
SAMN53071636,"Monett WWTP, MO",7989725,2412500000.0,52.0,151.0,32.82964616865664,7954342,2379500000.0,52.0,149.60856762256387,32.96650405315296
SAMN53071637,"Monett WWTP, MO",7988804,2412000000.0,52.0,151.0,41.960608024832574,7920100,2239000000.0,52.0,141.37168962513098,42.206684033929115
SAMN53071638,"Monett WWTP, MO",7993355,2413600000.0,50.0,151.0,44.87786788343041,7966692,2270300000.0,50.0,142.49700327312766,45.079912718655045
SAMN53071639,"Monett WWTP, MO",7982952,2410400000.0,51.0,151.0,35.18612615623262,7947080,2303400000.0,51.0,144.9430283827519,35.44501089519055
SAMN53071640,"Monett WWTP, MO",7998560,2415300000.0,51.0,151.0,34.60539714545361,7949360,2283400000.0,51.0,143.6306675631749,34.980156251995325
SAMN53071641,"Monett WWTP, MO",7999062,2415200000.0,49.0,151.0,57.26051530216448,7955857,2300100000.0,49.0,144.57647523076395,57.56758042329426
SAMN53071642,"Monett WWTP, MO",8008153,2417900000.0,48.0,151.0,59.595576217226345,7975437,2271800000.0,48.0,142.44929337414365,59.90573230321606
SAMN53071643,"Monett WWTP, MO",7996139,2414400000.0,52.0,151.0,31.90770834208878,7950122,2292700000.0,52.0,144.21041054464322,32.13976695619947
SAMN54703773,"Monett WWTP, MO",8000357,2415800000.0,46.0,151.0,83.837750973444,7977460,2252900000.0,46.0,141.22958767577651,84.34656284510949
SAMN54703774,"Monett WWTP, MO",7995802,2414500000.0,48.0,151.0,53.66400003254337,7973178,2311500000.0,48.0,144.97949036130888,53.99756987991968
SAMN54703775,"Monett WWTP, MO",7984308,2410800000.0,51.0,151.0,39.8472388361478,7947466,2302100000.0,51.0,144.84785546739047,40.09805178301698
SAMN54703776,"Monett WWTP, MO",7994351,2414000000.0,45.0,151.0,70.39151746648244,7964844,2322700000.0,45.0,145.8319563446566,70.6725098927607
SAMN54703777,"Monett WWTP, MO",8005020,2417000000.0,50.0,151.0,46.18749297547863,7970600,2305600000.0,50.0,144.65049180739217,46.46005087402479
SAMN54703778,"Monett WWTP, MO",7992624,2413400000.0,50.0,151.0,77.6441918384092,7962454,2286600000.0,50.0,143.6042901472335,78.16627603246287
SAMN54703779,"Monett WWTP, MO",7996500,2414400000.0,50.0,151.0,78.85178296648661,7969442,2308800000.0,50.0,144.87440946304648,79.28390735365664
SAMN54703780,"Monett WWTP, MO",7995680,2414300000.0,50.0,151.0,62.06000732856937,7971033,2301900000.0,50.0,144.4161561619429,62.535706668209514
SAMN55039085,"Monett WWTP, MO",7994353,2414000000.0,50.0,151.0,49.49247450779748,7955774,2290600000.0,50.0,143.9796841891185,49.86545111842649
SAMN55039086,"Monett WWTP, MO",8001435,2416000000.0,49.0,151.0,55.22973010983824,7955230,2248900000.0,49.0,141.35904838703595,55.96230904665848
SAMN54949035,"Kansas City Blue River WWTP, MO",8015035,2420000000.0,51.87500279162848,151.0,32.23375940954752,7959593,2272500000.0,52.0,142.76860550533175,32.15686027806053
SAMN54949036,"Kansas City Blue River WWTP, MO",8001755,2416000000.0,51.0,151.0,39.637348887071965,7934057,2289600000.0,51.0,144.30409121083954,39.7016949545474
SAMN54949037,"Kansas City Blue River WWTP, MO",7991155,2412900000.0,53.0,151.0,31.09024937485838,7538891,2229000000.0,53.0,147.855424557803,29.38541113220372
SAMN54949038,"Kansas City Blue River WWTP, MO",7990005,2412500000.0,51.0,151.0,35.37034418363491,7954908,2287100000.0,51.0,143.76910223223197,35.72308425390884
SAMN54949039,"Kansas City Blue River WWTP, MO",7996014,2414400000.0,51.0,151.0,27.12778558037604,7946701,2291700000.0,51.0,144.21285663069492,27.07849491248112
SAMN54949040,"Kansas City Blue River WWTP, MO",8004197,2416800000.0,51.0,151.0,28.703539850899677,7949381,2273800000.0,51.0,143.03996455824674,29.058924333640142
SAMN54949041,"Kansas City Blue River WWTP, MO",7995177,2414100000.0,51.0,151.0,39.28700618484186,7918290,2315600000.0,51.0,146.23845306246676,39.225288760157845
SAMN54949042,"Kansas City Blue River WWTP, MO",8008062,2417900000.0,49.0,151.0,81.83715899085409,7979251,2244400000.0,49.0,140.64955156818604,82.4731064080684
SAMN54949043,"Kansas City Blue River WWTP, MO",7998364,2415200000.0,50.0,151.0,43.027393462301234,7969850,2263100000.0,50.0,141.9913961994266,43.446142158633734
SAMN54949044,"Kansas City Blue River WWTP, MO",7999464,2415300000.0,50.62499812487437,151.0,28.09075971614191,7962520,2278300000.0,51.0,143.08538798018716,28.33647232827049
SAMN54949045,"Kansas City Blue River WWTP, MO",7999659,2415400000.0,50.0,151.0,34.94881104431153,7964123,2261300000.0,50.0,141.99370326148906,35.20649371859863
SAMN54949046,"Kansas City Blue River WWTP, MO",7988342,2412000000.0,50.0,151.0,29.918812272768204,7946504,2277400000.0,50.0,143.3137676014509,30.250527107319364
SAMN54949047,"Kansas City Blue River WWTP, MO",7983410,2410500000.0,50.0,151.0,34.883011460203726,7932416,2272200000.0,50.0,143.24650446976054,35.11213120285779
SAMN54949048,"Kansas City Blue River WWTP, MO",8000672,2415800000.0,50.0,151.0,51.77303591365944,7976154,2296300000.0,50.0,143.9651691780274,52.03739808624448
SAMN54949049,"Kansas City Blue River WWTP, MO",7989658,2412400000.0,50.0,151.0,59.58127094252165,7960305,2257400000.0,50.0,141.80965258240732,60.111736720957026
SAMN54949050,"Kansas City Blue River WWTP, MO",7993531,2413600000.0,50.0,151.0,66.66801961330881,7960694,2261600000.0,50.0,142.06820335010994,67.30220650726787
SAMN54949051,"Kansas City Blue River WWTP, MO",7998162,2415100000.0,50.0,151.0,49.44442425216561,7933917,2243000000.0,50.0,141.3717942221982,49.64011986578328
SAMN54949052,"Kansas City Blue River WWTP, MO",7995817,2414400000.0,50.0,151.0,47.323818102935135,7964582,2271000000.0,50.0,142.5826614629619,47.8343303020237
SAMN55279273,"Kansas City Blue River WWTP, MO",8001665,2416100000.0,49.12499611018457,151.0,37.74817955703289,7955137,2268600000.0,49.0,142.60502201282014,37.97597191284214
SAMN55279274,"Kansas City Blue River WWTP, MO",7993307,2413600000.0,50.0,151.0,50.988986057827,7963350,2276000000.0,50.0,142.92611733755265,51.399533533491145
SAMN55279275,"Kansas City Blue River WWTP, MO",8012011,2419200000.0,50.0,151.0,40.93749341029491,7961635,2289900000.0,50.0,143.82654881817618,41.26932673938176
SAMN54949053,"Kansas City Westside WWTP, MO",8005315,2417200000.0,49.0,151.0,62.28833651107314,7966026,2274400000.0,49.0,142.77783997943266,62.70011011962236
SAMN54949054,"Kansas City Westside WWTP, MO",8000596,2415900000.0,49.0,151.0,51.75054032390444,7967472,2236800000.0,49.0,140.38773484236907,52.20501024631135
SAMN54949055,"Kansas City Westside WWTP, MO",7989417,2412400000.0,51.0,151.0,41.21137060602409,7954715,2275900000.0,51.0,143.0816425855609,41.70203848407581
SAMN54949056,"Kansas City Westside WWTP, MO",7986250,2411300000.0,50.0,151.0,46.12218250867299,7960046,2268500000.0,50.0,142.5133831513034,46.51466061103691
SAMN54949057,"Kansas City Westside WWTP, MO",7999285,2415300000.0,49.0,151.0,65.48228737243741,7970266,2255700000.0,50.0,141.5211432717553,65.85937586196599
SAMN54949058,"Kansas City Westside WWTP, MO",8001341,2416000000.0,51.0,151.0,38.684544297747195,7971576,2257800000.0,51.0,141.64798667164436,38.99363147924846
SAMN54949059,"Kansas City Westside WWTP, MO",7982997,2410500000.0,50.0,151.0,74.05143391344176,7946326,2147900000.0,50.0,135.1735372422425,74.82487135657313
SAMN54949060,"Kansas City Westside WWTP, MO",7997285,2414800000.0,49.0,151.0,79.15179690418191,7973317,2203700000.0,49.0,138.19992764617285,79.75603900116471
SAMN54949061,"Kansas City Westside WWTP, MO",7993880,2413800000.0,50.0,151.0,51.1443239808806,7967475,2249600000.0,50.0,141.18749440694825,51.7595255015993
SAMN55279279,"Kansas City Westside WWTP, MO",8003313,2416800000.0,50.0,151.0,40.57398015148546,7972117,2249100000.0,50.0,141.08778364642666,41.02617483268139
SAMN55279280,"Kansas City Westside WWTP, MO",7993671,2413600000.0,50.0,151.0,44.16229730181252,7944431,2241100000.0,51.0,141.06513764170143,44.54346627751712
SAMN55279281,"Kansas City Westside WWTP, MO",8013840,2419800000.0,49.0,151.0,42.98360260138848,7968540,2251400000.0,49.0,141.29198843200888,43.4356049934223
SAMN47830425,"Chicago (CHI-D3), IL",8005833,1600800000.0,51.0,100.0,53.038303118853335,7909548,1571800000.0,51.0,99.34789661811269,53.83836694291895
SAMN47830433,"Chicago (CHI-D3), IL",8012404,2419500000.0,52.0,151.0,28.125352863336477,7700517,2135000000.0,51.0,138.65056625418788,28.73481750090512
SAMN47830437,"Chicago (CHI-D3), IL",8013324,2419700000.0,51.0,151.0,53.80034254524547,7772056,2140500000.0,50.499217452885055,137.7352260457207,55.43748499248439
SAMN47830441,"Chicago (CHI-D3), IL",8014598,2420000000.0,52.0,151.0,33.081861982927634,7650911,2109800000.0,51.0,137.90568521840078,33.669228956619854
SAMN47830446,"Chicago (CHI-D3), IL",8023490,2422700000.0,50.0,151.0,74.47184724182783,7943856,2157300000.0,50.0,135.79737271169066,77.13352188736566
SAMN47830452,"Chicago (CHI-D3), IL",8023103,2422400000.0,50.0,151.0,48.57099435112862,7917118,2152000000.0,50.0,135.9223106185862,50.84176624470046
SAMN54569784,"Ontario, CA",7986822,2411600000.0,52.0,151.0,30.129544527950483,7891924,2364300000.0,52.0,149.8136373969136,30.224750171446953
SAMN54569785,"Ontario, CA",7987374,2411700000.0,53.0,151.0,27.93177358946045,7911640,2355600000.0,53.0,148.89089784166114,27.90271259254216
SAMN54569786,"Ontario, CA",7992893,2413500000.0,51.0,151.0,36.50611870724047,7904567,2259000000.0,51.0,142.9109860793134,36.486163441635114
SAMN54569787,"Ontario, CA",7993622,2413500000.0,51.0,151.0,38.091456532747095,7950072,2319400000.0,51.0,145.90024159529625,38.36299199917067
SAMN54569788,"Ontario, CA",7984544,2411100000.0,51.0,151.0,41.040521918557005,7960374,2291800000.0,51.0,143.966449377881,41.247628267565595
SAMN54569789,"Ontario, CA",7991847,2413100000.0,51.0,151.0,39.58028740491835,7961506,2327400000.0,51.0,146.1847960046755,39.68272227817252
SAMN54569790,"Ontario, CA",8002412,2416400000.0,50.0,151.0,45.417326972872935,7942387,2236500000.0,50.0,140.81626688550935,46.18882378205647
SAMN54569791,"Ontario, CA",7996141,2414400000.0,52.0,151.0,32.34776776251488,7932789,2262300000.0,52.0,142.61060561424236,32.63141857173758
SAMN54569792,"Ontario, CA",7992477,2413600000.0,50.0,151.0,37.34854510197655,7933249,2322300000.0,50.0,146.37932094404198,37.381320628144685
SAMN54569793,"Ontario, CA",7999058,2415200000.0,49.0,151.0,40.363083813119886,7955246,2329100000.0,49.0,146.405971858067,40.47837561934576
SAMN54569794,"Ontario, CA",8001779,2416100000.0,53.0,151.0,51.002662749423905,7961159,2307400000.0,53.0,144.9355760260535,51.29315178157978
SAMN54569795,"Ontario, CA",8004534,2416900000.0,53.0,151.0,40.23512684650998,7959531,2320600000.0,53.0,145.79428517836038,40.39723891578195
SAMN54569796,"Ontario, CA",8005482,2417400000.0,51.0,151.0,36.402608504213646,7960339,2308700000.0,51.0,145.02999721494274,36.549953118180554
SAMN54569797,"Ontario, CA",7999891,2415600000.0,51.0,151.0,48.11567132014528,7967050,2308800000.0,51.0,144.9122485738134,48.46229411227843
SAMN54569798,"Ontario, CA",8008482,2418200000.0,50.0,151.0,31.723589420018172,7964035,2311700000.0,50.12496680388773,145.16136462233027,31.92997535333723
SAMN54569799,"Ontario, CA",7998298,2415000000.0,50.0,151.0,36.658153988609534,7923255,2296300000.0,50.0,144.9267092880388,36.73643006711193
SAMN54569800,"Ontario, CA",7998132,2415100000.0,51.0,151.0,30.572576070121467,7929117,2264200000.0,51.0,142.80311988081397,30.497091536806742
SAMN54569801,"Ontario, CA",7998744,2415200000.0,50.0,151.0,34.28578869058023,7978555,2294200000.0,50.0,143.79662589278385,34.521333486655145
SAMN54569802,"Ontario, CA",7989919,2412500000.0,50.0,151.0,35.25172145991365,7953318,2268400000.0,50.0,142.61967024328715,35.68544227723722
SAMN54569803,"Ontario, CA",7989000,2412300000.0,50.0,151.0,30.5128712537421,7955358,2297200000.0,50.87497621100144,144.40208687025776,30.825299912751404
SAMN54569804,"Ontario, CA",7984938,2410900000.0,51.0,151.0,31.751029564645847,7942327,2306100000.0,51.0,145.18932876976734,31.9225830234777
SAMN54569805,"Ontario, CA",7987286,2412000000.0,52.0,151.0,34.75297717739831,7943998,2307900000.0,52.0,145.29071809937514,34.941486019965296
SAMN54569806,"Ontario, CA",8004908,2417200000.0,51.0,151.0,34.47619597285649,7975723,2308500000.0,51.0,144.73833212362064,34.66619895601252
SAMN54569807,"Ontario, CA",7994464,2413900000.0,52.0,151.0,43.928116820995555,7960920,2284200000.0,52.0,143.47783202192713,44.340206930704824
SAMN54569808,"Ontario, CA",7998430,2415200000.0,50.0,151.0,38.12903047195682,7965486,2290000000.0,50.0,143.7675631468061,38.40197023923152
SAMN54569809,"Ontario, CA",7994694,2414000000.0,49.0,151.0,40.20419355155542,7961548,2281600000.0,49.0,143.3115110277549,40.58512644068166
SAMN55297800,"Ontario, CA",7993773,2413800000.0,49.0,151.0,44.595951023155315,7962816,2268600000.0,49.0,142.46500547042655,45.007493280960155
SAMN55297801,"Ontario, CA",7989154,2412100000.0,50.0,151.0,60.65589931065424,7948081,2229300000.0,50.0,140.25008118311828,61.401744602914576
SAMN54680412,"Central Oklahoma (OK-A), OK",8000239,2415700000.0,50.0,151.0,43.528745709758454,7948798,2274000000.0,50.0,143.06526728946943,43.72255098816429
SAMN54680413,"Central Oklahoma (OK-A), OK",7986021,2411400000.0,51.0,151.0,36.22587701934635,7916437,2365800000.0,51.0,149.45793997981667,36.34322796236776
SAMN54680414,"Central Oklahoma (OK-A), OK",7992418,2413300000.0,49.0,151.0,43.79923719930205,7967317,2300000000.0,49.12501335142056,144.3627265615263,44.16578856642241
SAMN54680415,"Central Oklahoma (OK-A), OK",7996410,2414400000.0,50.0,151.0,51.40368981308156,7972071,2277800000.0,50.0,142.88071004385185,51.67997407331865
SAMN54680416,"Central Oklahoma (OK-A), OK",7998455,2415300000.0,50.0,151.0,51.81618186882003,7949639,2250000000.0,50.0,141.53406972316606,52.46847227501587
SAMN54680417,"Central Oklahoma (OK-A), OK",7997587,2414900000.0,50.625019146400035,151.0,43.01050471052153,7951423,2317900000.0,51.0,145.77263270989357,43.1930000651663
SAMN54680418,"Central Oklahoma (OK-A), OK",8004966,2417000000.0,51.0,151.0,38.36020949954191,7956091,2284500000.0,51.0,143.58949709097092,38.58786439893229
SAMN54680419,"Central Oklahoma (OK-A), OK",7998210,2415200000.0,50.3749970305856,151.0,40.24162102802938,7969599,2286000000.0,51.0,143.44249491097355,40.62873421718388
SAMN54680420,"Central Oklahoma (OK-A), OK",7999499,2415400000.0,50.0,151.0,42.69573231589991,7970829,2287600000.0,50.0,143.51307084871598,43.08537408105486
SAMN54680421,"Central Oklahoma (OK-A), OK",7999426,2415400000.0,50.0,151.0,39.770417007998965,7967761,2289100000.0,50.0,143.673588038095,40.02417711316048
SAMN54680422,"Central Oklahoma (OK-A), OK",7989725,2412400000.0,50.0,151.0,44.85408821291638,7957653,2254300000.0,50.0,141.65241880991795,45.42969970393152
SAMN54680423,"Central Oklahoma (OK-A), OK",7987706,2412000000.0,50.0,151.0,45.99739407537847,7945829,2292000000.0,50.0,144.25286430150965,46.31666060562865
SAMN54680424,"Central Oklahoma (OK-A), OK",8003933,2416800000.0,50.0,151.0,60.469871361250405,7971507,2235300000.0,51.0,140.2158000363043,60.96550811351932
SAMN54680425,"Central Oklahoma (OK-A), OK",7984522,2411100000.0,51.0,151.0,58.85183227894597,7955283,2259200000.0,51.0,142.0068386002107,59.3699306499141
SAMN54680426,"Central Oklahoma (OK-A), OK",7999232,2415200000.0,50.0,151.0,54.656578777362554,7970069,2262000000.0,50.0,141.92545233924574,55.11447471438021
SAMN54680427,"Central Oklahoma (OK-A), OK",7999309,2415200000.0,50.0,151.0,48.8440172180686,7941585,2227800000.0,50.0,140.27909812713708,49.144764287165216
SAMN54680428,"Central Oklahoma (OK-A), OK",7992056,2413300000.0,50.0,151.0,57.450370618046925,7961122,2227400000.0,50.0,139.91246271568255,58.13000146708479
SAMN55279291,"Central Oklahoma (OK-A), OK",7995859,2414400000.0,49.0,151.0,53.22069970921761,7964954,2270500000.0,49.0,142.5509446758889,53.73358676571559
SAMN55279292,"Central Oklahoma (OK-A), OK",8012374,2419300000.0,49.0,151.0,60.83063720400496,7971292,2283600000.0,49.0,143.25325894472314,61.37806770734049
SAMN55279293,"Central Oklahoma (OK-A), OK",8015129,2420100000.0,49.0,151.0,53.451847623354915,7976457,2285800000.0,49.0,143.30515528385598,53.95310405290785
SAMN54680429,"Central Oklahoma (OK-B), OK",8002775,2416500000.0,50.62492722836766,151.0,29.85471157860475,7972947,2306500000.0,51.0,144.6679898913162,30.009488099351422
SAMN54680430,"Central Oklahoma (OK-B), OK",7984851,2411000000.0,51.0,151.0,33.207133009747,7936971,2376900000.0,51.0,149.758629708991,33.30487969876383
SAMN54680431,"Central Oklahoma (OK-B), OK",7989502,2412200000.0,49.0,151.0,43.904768481439135,7948650,2282000000.0,49.0,143.56431205299012,44.315154782278114
SAMN54680432,"Central Oklahoma (OK-B), OK",7996364,2414400000.0,49.0,151.0,47.557136062281344,7965053,2297400000.0,49.0,144.23418237141675,47.76700818522545
SAMN54680433,"Central Oklahoma (OK-B), OK",8004170,2416900000.0,50.0,151.0,34.899533289666365,7960933,2290000000.0,50.0,143.83901359300475,35.298266078128066
SAMN54680434,"Central Oklahoma (OK-B), OK",7997463,2414800000.0,51.0,151.0,42.961963169062585,7939315,2296500000.0,50.0,144.63457999840037,43.0920262882462
SAMN54680435,"Central Oklahoma (OK-B), OK",8003277,2416500000.0,50.0,151.0,48.85804744235341,7962407,2249700000.0,50.0,141.28902240239665,49.198384525938046
SAMN54680436,"Central Oklahoma (OK-B), OK",7999161,2415300000.0,51.0,151.0,24.81500553361276,7964767,2268700000.0,51.0,142.43928409958508,25.04189236354149
SAMN54680437,"Central Oklahoma (OK-B), OK",7999088,2415200000.0,51.0,151.0,26.32283476508763,7969670,2268800000.0,51.0,142.3635414013378,26.54925469170039
SAMN54680438,"Central Oklahoma (OK-B), OK",7998980,2415300000.0,51.0,151.0,21.78674129444333,7953564,2288000000.0,51.0,143.8494002814336,21.86789280815071
SAMN54680439,"Central Oklahoma (OK-B), OK",7989713,2412400000.0,49.0,151.0,41.85051922615517,7950679,2258500000.0,49.249938149936625,142.0502120636489,42.37012146664518
SAMN54680440,"Central Oklahoma (OK-B), OK",7983297,2410500000.0,50.0,151.0,34.45959777487854,7937651,2265800000.0,50.0,142.74747478819614,34.70766744256475
SAMN54680441,"Central Oklahoma (OK-B), OK",8001368,2416000000.0,51.0,151.0,18.673457725181397,7959442,2309700000.0,51.0,145.10787766278088,18.693163058983867
SAMN54680442,"Central Oklahoma (OK-B), OK",7985404,2411200000.0,50.0,151.0,28.15507903284732,7947624,2257300000.0,50.49989065914543,142.02576059209645,28.389048431025696
SAMN54680443,"Central Oklahoma (OK-B), OK",7993723,2413600000.0,51.0,151.0,25.66967256863668,7952676,2252400000.0,51.0,141.62451513176194,25.7724858429699
SAMN54680444,"Central Oklahoma (OK-B), OK",7997079,2414800000.0,51.0,151.0,20.977435652009778,7950027,2231800000.0,51.0,140.37567947882442,20.981431089854713
SAMN54680445,"Central Oklahoma (OK-B), OK",7991106,2412900000.0,51.0,151.0,22.95165635590553,7946620,2248000000.0,51.0,141.46656987499088,23.055137330400505
SAMN55279295,"Central Oklahoma (OK-B), OK",8003516,2416800000.0,50.0,151.0,30.00312895332526,7959031,2286100000.0,50.0,143.63295952735956,30.26715650643957
SAMN55279296,"Central Oklahoma (OK-B), OK",8012267,2419300000.0,50.0,151.0,34.00931741379189,7959067,2263300000.0,50.0,142.20538638511272,34.2868895789591
SAMN55279297,"Central Oklahoma (OK-B), OK",8011297,2419200000.0,52.0,151.0,34.458966053800594,7982298,2245500000.0,52.0,140.6765859906508,34.91470872908828
SAMN54959809,"Palo Alto RWQCP, CA",7985415,2411100000.0,51.0,151.0,44.833473463025854,7920953,2353700000.0,51.0,148.5926851857346,45.11903956334279
SAMN54959810,"Palo Alto RWQCP, CA",7988335,2412000000.0,50.0,151.0,49.685229879799834,7936832,2252800000.0,50.0,141.93613339680115,50.09181919115923
SAMN54959811,"Palo Alto RWQCP, CA",7995825,2414400000.0,50.0,151.0,51.4716766616221,7967125,2296000000.0,50.0,144.0982209391719,51.740387867581816
